Order,Symbol,dynamicColors_GRS3_prot,mergedColors_prot,mergedColors_rm,Consensus_GRS3
603,MTND1P34,grey,grey,grey,grey
604,LINC00853,grey,grey,grey,grey
605,TAL1,pink,pink,tan,midnightblue
606,STIL,grey,grey,grey,grey
607,CMPK1,turquoise,turquoise,thistle1,turquoise
608,SPATA6,yellow,plum2,lightcyan1,turquoise
609,PPP1R8P1,grey,grey,grey,grey
610,AGBL4,green,green,black,purple
611,BEND5,darkred,darkred,grey,grey
612,AGBL4-IT1,yellow,plum2,lightcyan1,turquoise
613,ELAVL4,darkmagenta,darkmagenta,plum1,grey
614,FAF1,grey,grey,grey,grey
615,CDKN2C,magenta,darkred,grey60,grey
616,LINC01562,grey,grey,grey,grey
617,RNF11,magenta,darkred,grey60,pink
618,TTC39A,brown,brown,blue,green
619,EPS15,lightgreen,lightgreen,thistle1,turquoise
620,OSBPL9,black,black,plum2,turquoise
621,SLC25A6P3,paleturquoise,cyan,cyan,purple
622,NRDC,turquoise,turquoise,thistle1,turquoise
623,RAB3B,darkmagenta,darkmagenta,thistle1,grey
624,TXNDC12,grey,grey,grey,grey
625,KTI12,blue,blue,skyblue,blue
626,BTF3L4,orangered4,orangered4,thistle1,sienna3
627,ZFYVE9,grey,grey,grey,grey
628,RN7SL788P,turquoise,turquoise,grey,grey
629,PDCL3P6,grey,grey,grey,grey
630,ANAPC10P1,yellow,plum2,lightgreen,cyan
631,CC2D1B,tan,tan,blue,green
632,PLA2G12AP1,grey,grey,grey,grey
633,ORC1,grey,grey,grey,grey
634,PRPF38A,grey60,grey60,lightcyan,darkgreen
635,ZCCHC11,orange,orange,darkgreen,darkolivegreen
636,GPX7,blue,blue,blue,blue
637,COA7,grey,grey,grey,grey
638,ZYG11B,turquoise,turquoise,lightcyan1,turquoise
639,RPS13P2,mediumpurple3,mediumpurple3,lightsteelblue1,lightsteelblue1
640,ECHDC2,grey60,grey60,grey,grey
641,SCP2,magenta,darkred,thistle1,turquoise
642,MIR1273F,turquoise,turquoise,thistle1,grey
643,MIR1273G,turquoise,turquoise,thistle1,turquoise
644,PODN,grey,grey,grey,brown
645,CPT2,darkolivegreen,darkolivegreen,skyblue,blue
646,C1orf123,midnightblue,darkturquoise,brown4,blue
647,MAGOH,darkseagreen4,darkseagreen4,lavenderblush3,darkorange
648,LRP8,turquoise,turquoise,brown4,grey
649,GLIS1,brown,brown,coral2,brown
650,NDC1,turquoise,turquoise,thistle1,turquoise
651,YIPF1,blue,blue,blue,salmon
652,HSPB11,turquoise,turquoise,thistle1,turquoise
653,LRRC42,grey,grey,grey,grey
654,TMEM59,magenta,darkred,grey60,pink
655,TCEANC2,grey60,grey60,grey,grey
656,CYB5RL,green,green,brown,brown
657,MRPL37,blue,blue,black,blue
658,SSBP3,brown,brown,black,green
659,ACOT11,grey,grey,grey,grey
660,MROH7,grey,grey,grey,grey
661,TTC4,magenta,darkred,grey60,pink
662,PARS2,blue,blue,blue,blue
663,DHCR24,brown,brown,black,green
664,USP24,yellow,plum2,darkgrey,turquoise
665,PLPP3,lightsteelblue1,lightsteelblue1,ivory,paleturquoise
666,PRKAA2,thistle2,plum2,lightcyan1,turquoise
667,C1orf168,lightyellow,lightyellow,midnightblue,grey
668,DAB1,skyblue,skyblue,darkgrey,steelblue
669,RPS20P5,grey,grey,grey,grey
670,HNRNPA1P6,grey,grey,grey,darkolivegreen
671,RPS26P15,yellow,plum2,lightcyan1,magenta
672,OMA1,darkgreen,darkgreen,lightgreen,cyan
673,MYSM1,yellow,plum2,lightcyan1,turquoise
674,JUN,orange,orange,darkgreen,darkolivegreen
675,LINC01135,brown,brown,black,green
676,FGGY,turquoise,turquoise,thistle1,turquoise
677,HOOK1,darkgrey,darkgrey,mediumpurple3,darkgreen
678,CYP2J2,lightcyan,darkgrey,grey,grey
679,NFIA,lightcyan,darkgrey,ivory,magenta
680,NFIA-AS2,grey,grey,grey,grey
681,TM2D1,magenta,darkred,grey60,pink
682,PATJ,yellow,plum2,midnightblue,turquoise
683,LAMTOR5P1,tan,tan,coral2,red
684,KANK4,red,red,black,brown
685,USP1,turquoise,turquoise,greenyellow,turquoise
686,DOCK7,yellow,plum2,lightcyan1,paleturquoise
687,ATG4C,saddlebrown,navajowhite2,lightcyan1,darkorange
688,ALG6,turquoise,turquoise,lightcyan1,turquoise
689,ITGB3BP,grey,grey,coral2,grey
690,EFCAB7,grey60,grey60,lightcyan,darkorange
691,DLEU2L,yellow,plum2,lightcyan1,turquoise
692,PGM1,blue,blue,brown4,blue
693,RN7SL130P,grey,grey,saddlebrown,grey
694,ROR1,grey,grey,thistle1,turquoise
695,CACHD1,darkorange,darkorange,grey,grey
696,RAVER2,brown4,brown4,darkgreen,magenta
697,JAK1,yellow,plum2,greenyellow,grey
698,LINC01359,lightgreen,lightgreen,thistle1,turquoise
699,SLC2A3P2,lightgreen,lightgreen,thistle1,turquoise
700,RNU6-1176P,lightgreen,lightgreen,sienna3,turquoise
701,MIR3671,orangered4,orangered4,skyblue,turquoise
702,MIR101-1,turquoise,turquoise,thistle1,turquoise
703,AK4,lightsteelblue1,lightsteelblue1,ivory,paleturquoise
704,DNAJC6,purple,purple,grey,grey
705,RNU2-15P,grey,grey,grey,grey
706,LEPROT,turquoise,turquoise,thistle1,turquoise
707,LEPR,yellow,plum2,midnightblue,magenta
708,PDE4B,yellow,plum2,thistle1,turquoise
709,SGIP1,darkorange,darkorange,saddlebrown,violet
710,MIR3117,turquoise,turquoise,lightcyan1,turquoise
711,TCTEX1D1,turquoise,turquoise,thistle1,turquoise
712,WDR78,black,black,greenyellow,turquoise
713,MIER1,darkgrey,darkgrey,mediumpurple3,magenta
714,SLC35D1,grey60,grey60,mediumpurple3,darkorange
715,IL12RB2,green,green,brown,brown
716,SERBP1,saddlebrown,navajowhite2,lightgreen,darkorange
717,GADD45A,black,black,lightgreen,cyan
718,GNG12,lightcyan,darkgrey,lightcyan1,paleturquoise
719,DIRAS3,turquoise,turquoise,thistle1,turquoise
720,ARL5AP3,grey,grey,grey,grey
721,WLS,turquoise,turquoise,lightcyan1,turquoise
722,CTBP2P8,grey,grey,grey,grey
723,MIR1262,turquoise,turquoise,grey,grey
724,RPE65,turquoise,turquoise,thistle1,sienna3
725,DEPDC1,turquoise,turquoise,thistle1,turquoise
726,LRRC7,darkorange,darkorange,greenyellow,violet
727,RN7SL538P,grey,grey,grey,grey
728,PIN1P1,grey,grey,grey,grey
729,LRRC40,turquoise,turquoise,thistle1,turquoise
730,RN7SL242P,grey,grey,grey,grey
731,SRSF11,yellow,plum2,greenyellow,turquoise
732,ANKRD13C,black,black,greenyellow,turquoise
733,HHLA3,brown,brown,black,green
734,CTH,grey,grey,darkgreen,grey
735,PTGER3,turquoise,turquoise,lightcyan1,grey
736,ZRANB2,darkgrey,darkgrey,darkturquoise,turquoise
737,MIR186,yellow,plum2,lightcyan1,magenta
738,ZRANB2-AS2,turquoise,turquoise,thistle1,turquoise
739,NEGR1,plum2,plum2,lightcyan1,turquoise
740,NEGR1-IT1,grey,grey,grey,grey
741,FPGT,turquoise,turquoise,thistle1,turquoise
742,FPGT-TNNI3K,lightgreen,lightgreen,thistle1,turquoise
743,TNNI3K,turquoise,turquoise,thistle1,turquoise
744,LRRC53,grey,grey,grey,grey
745,ERICH3,yellow,plum2,lightgreen,cyan
746,CRYZ,grey,grey,grey,grey
747,TYW3,grey60,grey60,paleturquoise,darkgreen
748,SLC44A5,lightgreen,lightgreen,thistle1,turquoise
749,RNU6-503P,grey,grey,grey,grey
750,ACADM,turquoise,turquoise,thistle1,turquoise
751,RABGGTB,saddlebrown,navajowhite2,lavenderblush3,darkorange
752,MSH4,violet,darkorange2,paleturquoise,skyblue
753,ST6GALNAC3,yellow,plum2,lightcyan1,darkgreen
754,TPI1P1,blue,blue,blue,blue
755,ST6GALNAC5,skyblue,skyblue,darkslateblue,grey
756,MIR7156,purple,purple,black,purple
757,PIGK,magenta,darkred,grey60,pink
758,AK5,darkmagenta,darkmagenta,grey,grey
759,RNU7-8P,grey,grey,darkgreen,grey
760,ZZZ3,darkgreen,darkgreen,lightcyan,darkgreen
761,USP33,turquoise,turquoise,thistle1,turquoise
762,FAM73A,turquoise,turquoise,thistle1,turquoise
763,NSRP1P1,black,black,lightgreen,cyan
764,HSPE1P25,yellow,plum2,greenyellow,turquoise
765,NEXN,grey60,grey60,lightcyan,darkgreen
766,FUBP1,palevioletred3,darkgreen,lightcyan,darkorange
767,DNAJB4,yellowgreen,grey60,paleturquoise,skyblue
768,GIPC2,grey,grey,grey,grey
769,PTGFR,lightyellow,lightyellow,midnightblue,grey60
770,IFI44L,turquoise,turquoise,thistle1,turquoise
771,IFI44,turquoise,turquoise,thistle1,turquoise
772,ADGRL4,darkgreen,darkgreen,lightcyan,darkgreen
773,ADGRL2,grey,grey,grey,brown
774,HNRNPA3P14,lightcyan,darkgrey,grey,grey
775,ST13P20,grey,grey,grey,grey
776,LINC01361,orangered4,orangered4,thistle1,turquoise
777,TTLL7,yellow,plum2,greenyellow,turquoise
778,TTLL7-IT1,steelblue,steelblue,violet,yellowgreen
779,PRKACB,yellow,plum2,lightcyan1,turquoise
780,SAMD13,turquoise,turquoise,thistle1,turquoise
781,UOX,grey,grey,grey,grey
782,DNASE2B,grey,grey,grey,grey
783,RPF1,lightcyan1,lightcyan1,lavenderblush3,darkorange
784,GNG5,lightcyan,darkgrey,darkmagenta,darkorange
785,SPATA1,yellow,plum2,greenyellow,turquoise
786,CTBS,lightgreen,lightgreen,thistle1,turquoise
787,SSX2IP,turquoise,turquoise,lightcyan1,turquoise
788,LPAR3,grey,grey,grey,grey
789,WDR63,grey,grey,grey,grey
790,SYDE2,darkgreen,darkgreen,lightcyan1,darkgreen
791,C1orf52,yellowgreen,grey60,mediumpurple3,darkorange
792,BCL10,yellow,plum2,lightcyan1,magenta
793,DDAH1,lightsteelblue1,lightsteelblue1,ivory,paleturquoise
794,CYR61,white,white,darkorange,orange
795,ZNHIT6,black,black,lightgreen,cyan
796,COL24A1,greenyellow,greenyellow,coral2,grey
797,ODF2L,black,black,greenyellow,turquoise
798,MIR7856,turquoise,turquoise,thistle1,grey
799,CLCA4,darkolivegreen,darkolivegreen,steelblue,skyblue3
800,SH3GLB1,darkgrey,darkgrey,lightcyan1,paleturquoise
801,HS2ST1,turquoise,turquoise,lightcyan1,turquoise
802,LINC01140,royalblue,royalblue,blue,salmon
803,LMO4,orangered4,orangered4,thistle1,pink
804,PKN2-AS1,lightgreen,lightgreen,thistle1,turquoise
805,PKN2,darkgreen,darkgreen,lightcyan,darkgreen
806,RNU6-125P,grey,grey,grey,grey
807,TCEB1P19,lightgreen,lightgreen,thistle1,turquoise
808,GTF2B,turquoise,turquoise,thistle1,pink
809,KYAT3,turquoise,turquoise,thistle1,turquoise
810,RBMXL1,lightcyan,darkgrey,lightcyan1,paleturquoise
811,GBP3,grey,grey,grey,grey
812,GBP1,lightyellow,lightyellow,midnightblue,grey
813,PTGES3P1,grey,grey,lightcyan,cyan
814,GBP2,lightyellow,lightyellow,midnightblue,grey60
815,GBP4,turquoise,turquoise,floralwhite,grey
816,GBP1P1,lightyellow,lightyellow,coral2,grey
817,LRRC8B,grey,grey,black,lightyellow
818,LRRC8C,grey60,grey60,darkturquoise,magenta
819,LRRC8D,lightcyan,darkgrey,lightcyan1,grey
820,GEMIN8P4,salmon,honeydew1,coral2,red
821,ZNF326,black,black,lightgreen,turquoise
822,PHKA1P1,grey,grey,lightcyan1,grey
823,ZNF644,black,black,greenyellow,cyan
824,HFM1,lightgreen,lightgreen,lightcyan1,turquoise
825,CDC7,grey,grey,thistle1,grey
826,TGFBR3,lightyellow,lightyellow,midnightblue,grey60
827,RN7SL653P,grey,grey,grey,grey
828,EPHX4,turquoise,turquoise,coral1,turquoise
829,LPCAT2BP,green,green,brown,brown
830,SETSIP,grey,grey,grey,grey
831,BTBD8,magenta,darkred,thistle1,pink
832,PRKAR1AP1,grey,grey,grey,grey
833,GLMN,turquoise,turquoise,thistle1,turquoise
834,RPAP2,palevioletred3,darkgreen,lightcyan,darkgreen
835,EVI5,thistle2,plum2,lightcyan1,turquoise
836,HMGB3P9,grey60,grey60,lightcyan,darkgreen
837,RNU4-59P,grey,grey,thistle1,turquoise
838,RPL5,skyblue3,skyblue3,lightpink4,plum2
839,FAM69A,lightsteelblue1,lightsteelblue1,ivory,magenta
840,SNORA66,green,green,grey,brown
841,MTF2,turquoise,turquoise,thistle1,turquoise
842,TMED5,saddlebrown,navajowhite2,mediumpurple3,darkorange
843,CCDC18,palevioletred3,darkgreen,lightcyan,darkgreen
844,CCDC18-AS1,turquoise,turquoise,grey,grey
845,DR1,turquoise,turquoise,lightcyan1,turquoise
846,FNBP1L,lightcyan,darkgrey,lightcyan1,magenta
847,BCAR3,brown,brown,coral2,salmon
848,MIR760,red,red,coral2,brown
849,DNTTIP2,darkgreen,darkgreen,lightgreen,cyan
850,GCLM,thistle2,plum2,greenyellow,magenta
851,ABCA4,blue,blue,black,grey
852,ARHGAP29,plum2,plum2,greenyellow,turquoise
853,ABCD3,turquoise,turquoise,thistle1,turquoise
854,F3,turquoise,turquoise,thistle1,turquoise
855,LINC01057,grey,grey,grey,grey
856,SLC44A3,darkorange,darkorange,darkturquoise,darkorange
857,CNN3,turquoise,turquoise,lightcyan1,darkorange
858,ALG14,turquoise,turquoise,thistle1,turquoise
859,TMEM56,darkgrey,darkgrey,lightcyan1,magenta
860,TMEM56-RWDD3,turquoise,turquoise,thistle1,turquoise
861,RWDD3,turquoise,turquoise,thistle1,turquoise
862,EEF1A1P11,grey,grey,grey,grey
863,RPL7P9,sienna3,sienna3,thistle1,turquoise
864,PTBP2,turquoise,turquoise,thistle1,turquoise
865,DPYD,turquoise,turquoise,grey,turquoise
866,DPYD-IT1,grey,grey,grey,grey
867,MIR137HG,grey,grey,grey,darkgreen
868,SNX7,yellow,plum2,lightcyan1,magenta
869,PLPPR5,grey60,grey60,darkturquoise,magenta
870,PLPPR4,floralwhite,floralwhite,darkslateblue,grey
871,PALMD,yellow,plum2,darkgrey,grey60
872,FRRS1,grey,grey,grey,grey
873,AGL,turquoise,turquoise,thistle1,turquoise
874,SLC35A3,yellow,plum2,lightcyan1,turquoise
875,MFSD14A,turquoise,turquoise,thistle1,turquoise
876,SASS6,yellow,plum2,lightcyan1,turquoise
877,TRMT13,grey60,grey60,mediumpurple3,darkorange
878,LRRC39,lightgreen,lightgreen,thistle1,turquoise
879,DBT,darkgrey,darkgrey,lightcyan1,magenta
880,RTCA-AS1,turquoise,turquoise,thistle1,turquoise
881,RTCA,magenta,darkred,grey60,pink
882,MIR553,grey,grey,grey,grey
883,CDC14A,grey60,grey60,mediumpurple3,darkgreen
884,BCAS2P2,black,black,thistle1,turquoise
885,GPR88,grey,grey,grey,grey60
886,VCAM1,lightyellow,lightyellow,midnightblue,grey60
887,EXTL2,magenta,darkred,grey60,pink
888,SLC30A7,plum2,plum2,lightcyan1,turquoise
889,DPH5,navajowhite2,navajowhite2,lavenderblush3,pink
890,S1PR1,lightsteelblue1,lightsteelblue1,ivory,paleturquoise
891,RPSAP19,grey,grey,grey,grey
892,OLFM3,orangered4,orangered4,skyblue,turquoise
893,COL11A1,lightyellow,lightyellow,midnightblue,grey60
894,SOD2P1,grey,grey,grey,grey
895,RNPC3,darkgreen,darkgreen,plum2,turquoise
896,AMY2B,lightgreen,lightgreen,thistle1,turquoise
897,AMY2A,yellow,plum2,thistle1,turquoise
898,SEPT2P1,grey,grey,grey,grey
899,PRMT6,midnightblue,darkturquoise,brown4,blue
900,NTNG1,skyblue,skyblue,darkgrey,steelblue
901,VAV3,lightcyan,darkgrey,lightcyan1,magenta
902,SLC25A24,yellow,plum2,lightcyan1,turquoise
903,FAM102B,turquoise,turquoise,thistle1,turquoise
904,HENMT1,turquoise,turquoise,thistle1,pink
905,PRPF38B,grey60,grey60,mediumpurple3,darkorange
906,STXBP3,turquoise,turquoise,lightcyan1,turquoise
907,GPSM2,lightcyan,darkgrey,lightcyan1,grey
908,CLCC1,lightgreen,lightgreen,lightcyan1,turquoise
909,WDR47,orangered4,orangered4,skyblue,sienna3
910,TAF13,magenta,darkred,grey60,pink
911,TMEM167B,saddlebrown,navajowhite2,lavenderblush3,darkorange
912,C1orf194,grey,grey,grey,grey
913,KIAA1324,green,green,brown,purple
914,SARS,midnightblue,darkturquoise,brown4,blue
915,CELSR2,green,green,brown,brown
916,PSRC1,red,red,brown,brown
917,MYBPHL,grey,grey,brown,grey
918,SORT1,green,green,black,purple
919,PSMA5,magenta,darkred,grey60,pink
920,SYPL2,grey,grey,grey,grey
921,ATXN7L2,brown,brown,coral2,brown
922,CYB561D1,brown,brown,coral2,green
923,AMIGO1,purple,purple,black,green
924,GPR61,blue,blue,blue,red
925,GNAI3,grey60,grey60,mediumpurple3,darkorange
926,AMPD2,blue,blue,black,green
927,GSTM4,blue,blue,blue,blue
928,GSTM2,midnightblue,darkturquoise,brown4,blue
929,GSTM5,grey,grey,grey,grey
930,GSTM3,grey,grey,grey,grey
931,CSF1,grey,grey,brown,brown
932,AHCYL1,lightcyan,darkgrey,ivory,paleturquoise
933,STRIP1,purple,purple,black,green
934,SLC6A17,green,green,black,purple
935,KCNC4-AS1,brown,brown,black,purple
936,KCNC4,green,green,brown,brown
937,RBM15,red,red,coral2,brown
938,LAMTOR5-AS1,turquoise,turquoise,thistle1,grey
939,SLC16A4,grey,grey,grey,darkgreen
940,LAMTOR5,magenta,darkred,orangered4,grey
941,KCNA2,darkslateblue,darkslateblue,black,purple
942,KCNA3,greenyellow,greenyellow,coral2,brown
943,CD53,pink,pink,tan,midnightblue
944,LRIF1,yellowgreen,grey60,mediumpurple3,darkorange
945,DRAM2,pink,pink,tan,darkorange
946,CEPT1,navajowhite2,navajowhite2,lavenderblush3,darkorange
947,DENND2D,grey,grey,tan,grey
948,PIFO,turquoise,turquoise,thistle1,turquoise
949,OVGP1,green,green,black,purple
950,WDR77,blue,blue,brown4,blue
951,ATP5F1,darkred,darkred,grey60,pink
952,C1orf162,orange,orange,darkorange,darkolivegreen
953,TMIGD3,pink,pink,tan,midnightblue
954,ADORA3,pink,pink,tan,midnightblue
955,RAP1A,darkorange,darkorange,darkturquoise,violet
956,FAM212B,brown,brown,brown,green
957,FAM212B-AS1,midnightblue,darkturquoise,blue,blue
958,DDX20,darkseagreen4,darkseagreen4,thistle1,darkorange
959,KCND3,cyan,cyan,cyan,brown
960,KCND3-IT1,green,green,brown,brown
961,CTTNBP2NL,brown4,brown4,darkturquoise,magenta
962,WNT2B,lightyellow,lightyellow,midnightblue,grey60
963,ST7L,yellow,plum2,greenyellow,turquoise
964,CAPZA1,lightcyan,darkgrey,lightcyan1,magenta
965,MOV10,red,red,coral2,brown
966,RHOC,blue,blue,blue,blue
967,PPM1J,blue,blue,blue,blue
968,SLC16A1,grey,grey,grey,grey
969,SLC16A1-AS1,grey,grey,coral2,grey
970,LRIG2,grey,grey,saddlebrown,grey
971,MAGI3,black,black,greenyellow,cyan
972,PHTF1,turquoise,turquoise,thistle1,turquoise
973,RSBN1,darkgrey,darkgrey,mediumpurple3,darkgreen
974,PTPN22,yellow,plum2,midnightblue,turquoise
975,BCL2L15,yellow,plum2,sienna3,turquoise
976,AP4B1,red,red,coral2,brown
977,DCLRE1B,darkmagenta,darkmagenta,thistle1,grey
978,HIPK1-AS1,grey,grey,grey,grey
979,HIPK1,cyan,cyan,cyan,lightyellow
980,OLFML3,pink,pink,tan,midnightblue
981,SYT6,darkmagenta,darkmagenta,plum1,brown
982,TRIM33,lightgreen,lightgreen,lightcyan1,turquoise
983,BCAS2,turquoise,turquoise,thistle1,turquoise
984,DENND2C,yellow,plum2,thistle1,turquoise
985,NRAS,turquoise,turquoise,thistle1,turquoise
986,CSDE1,turquoise,turquoise,thistle1,turquoise
987,SIKE1,turquoise,turquoise,lightcyan1,turquoise
988,TSPAN2,turquoise,turquoise,thistle1,turquoise
989,NGF,salmon,honeydew1,coral2,red
990,VANGL1,turquoise,turquoise,floralwhite,grey
991,CASQ2,lightyellow,lightyellow,midnightblue,grey60
992,SLC22A15,yellow,plum2,grey,grey
993,ATP1A1,paleturquoise,cyan,brown,lightyellow
994,ATP1A1-AS1,grey,grey,grey,grey
995,RNU6-817P,grey,grey,grey,grey
996,CD58,darkgreen,darkgreen,lightcyan1,darkgreen
997,NAP1L4P1,black,black,lightgreen,grey
998,IGSF3,brown,brown,black,purple
999,PTGFRN,purple,purple,black,purple
1000,CD101,brown,brown,brown,green
1001,TTF2,grey,grey,grey,grey
1002,TRIM45,blue,blue,black,blue
1003,MAN1A2,black,black,lightgreen,cyan
1004,FAM46C,lightyellow,lightyellow,midnightblue,grey60
1005,GDAP2,yellow,plum2,lightcyan1,turquoise
1006,WDR3,turquoise,turquoise,thistle1,turquoise
1007,TBX15,lightyellow,lightyellow,midnightblue,grey60
1008,WARS2,turquoise,turquoise,thistle1,turquoise
1009,RPS3AP12,turquoise,turquoise,grey,turquoise
1010,GAPDHP74,cyan,cyan,cyan,lightyellow
1011,GAPDHP23,red,red,brown,brown
1012,GAPDHP58,cyan,cyan,cyan,grey
1013,GAPDHP32,cyan,cyan,grey,lightyellow
1014,GAPDHP27,cyan,cyan,cyan,lightyellow
1015,GAPDHP33,cyan,cyan,cyan,lightyellow
1016,LINC00622,cyan,cyan,cyan,lightyellow
1017,ZNF697,cyan,cyan,cyan,lightyellow
1018,PHGDH,royalblue,royalblue,blue,salmon
1019,NOTCH2,lightcyan1,lightcyan1,darkmagenta,grey
1020,SEC22B,turquoise,turquoise,thistle1,turquoise
1021,NBPF8,grey,grey,grey,grey
1022,NBPF26,grey,grey,grey,grey
1023,RNVU1-19,grey,grey,grey,grey
1024,LINC00623,grey,grey,grey,blue
1025,RNVU1-4,yellow,plum2,grey,grey
1026,FCGR1B,pink,pink,tan,midnightblue
1027,HIST2H2BA,grey,grey,grey,grey
1028,HIST2H3DP1,grey,grey,grey,grey
1029,FAM72B,grey,grey,grey,grey
1030,SRGAP2C,grey,grey,grey,grey
1031,EMBP1,yellow,plum2,thistle1,turquoise
1032,RNVU1-18,grey,grey,grey,grey
1033,FCGR1CP,grey,grey,tan,grey
1034,HIST2H2BB,grey,grey,lightcyan1,grey
1035,SRGAP2D,grey,grey,grey,grey
1036,RNVU1-15,tan,tan,blue,blue
1037,NBPF15,red,red,brown,brown
1038,SRGAP2B,grey,grey,grey,grey
1039,NBPF20,red,red,brown,brown
1040,NBPF25P,grey,grey,blue,grey
1041,GPR89A,grey,grey,grey,grey
1042,PDZK1,grey,grey,grey,grey
1043,RNF115,lightgreen,lightgreen,thistle1,turquoise
1044,POLR3C,lightgreen,lightgreen,sienna3,grey
1045,NUDT17,salmon,honeydew1,coral2,red
1046,PIAS3,green,green,black,purple
1047,ANKRD35,tan,tan,blue,blue
1048,ITGA10,orange,orange,darkgreen,grey
1049,PEX11B,darkred,darkred,brown4,pink
1050,RBM8A,turquoise,turquoise,thistle1,turquoise
1051,GNRHR2,blue,blue,blue,blue
1052,LIX1L,lightcyan,darkgrey,lightcyan1,magenta
1053,ANKRD34A,green,green,brown,brown
1054,POLR3GL,magenta,darkred,grey60,pink
1055,TXNIP,grey,grey,grey,grey
1056,RNVU1-6,turquoise,turquoise,thistle1,grey
1057,NBPF10,darkgrey,darkgrey,mediumpurple3,darkgreen
1058,NOTCH2NL,turquoise,turquoise,lightcyan1,turquoise
1059,HYDIN2,red,red,black,brown
1060,NBPF12,yellow,plum2,grey,grey
1061,PRKAB2,grey,grey,darkturquoise,darkorange
1062,FMO5,turquoise,turquoise,thistle1,turquoise
1063,PDIA3P1,mediumpurple3,mediumpurple3,grey,grey
1064,CCT8P1,turquoise,turquoise,grey60,pink
1065,RPL7AP15,orange,orange,darkgreen,darkolivegreen
1066,CHD1L,turquoise,turquoise,thistle1,turquoise
1067,BCL9,green,green,brown,purple
1068,ACP6,grey,grey,grey,purple
1069,GJA5,lightyellow,lightyellow,midnightblue,grey60
1070,GPR89B,grey,grey,darkred,grey
1071,RNVU1-7,pink,pink,grey,grey
1072,PDE4DIPP1,grey,grey,grey,grey
1073,NBPF11,plum2,plum2,midnightblue,grey
1074,ABHD17AP1,greenyellow,greenyellow,brown,brown
1075,RNU1-120P,grey,grey,grey,grey
1076,MIR5087,grey,grey,grey,grey
1077,RNU1-122P,blue,blue,blue,blue
1078,RNVU1-1,blue,blue,blue,blue
1079,LINC01138,red,red,black,brown
1080,RNVU1-2,grey,grey,grey,grey
1081,RNU1-13P,grey,grey,grey,grey
1082,RNVU1-3,grey,grey,grey,grey
1083,NBPF14,saddlebrown,navajowhite2,lightcyan1,darkorange
1084,NUDT4P1,turquoise,turquoise,lightcyan1,turquoise
1085,PDE4DIP,grey,grey,grey,brown
1086,NBPF9,darkorange2,darkorange2,darkseagreen4,grey
