Order,Symbol,dynamicColors_GS3_prot,mergedColors,consensus_GS3
4426,LGI2,turquoise,salmon,grey
4427,SEPSECS,blue,blue,blue
4428,SEPSECS-AS1,grey,grey,grey
4429,PI4K2B,blue,blue,blue
4430,ZCCHC4,paleturquoise,mediumpurple3,darkslateblue
4431,ANAPC4,lightyellow,bisque4,blue
4432,SEL1L3,grey,grey,grey
4433,SMIM20,purple,midnightblue,greenyellow
4434,RBPJ,darkturquoise,darkturquoise,pink
4435,CCKAR,turquoise,salmon,black
4436,TBC1D19,blue,blue,blue
4437,STIM2,ivory,ivory,pink
4438,RN7SL101P,yellow,darkred,blue
4439,MIR4275,green,green,turquoise
4440,PCDH7,lightcyan1,lightcyan1,violet
4441,ARAP2,darkred,darkred,tan
4442,MIR4801,saddlebrown,cyan,darkslateblue
4443,NWD2,lightgreen,lightgreen,darkgreen
4444,C4orf19,grey,grey,grey
4445,RELL1,darkgrey,darkgrey,darkturquoise
4446,PGM2,paleturquoise,mediumpurple3,darkslateblue
4447,TBC1D1,red,black,yellow
4448,PTTG2,grey,grey,grey
4449,KLF3-AS1,blue,blue,blue
4450,KLF3,cyan,cyan,pink
4451,TLR10,magenta,magenta,salmon
4452,TLR1,magenta,magenta,salmon
4453,TLR6,magenta,magenta,salmon
4454,FAM114A1,grey,grey,grey
4455,TMEM156,magenta,magenta,salmon
4456,KLHL5,blue,blue,blue
4457,WDR19,grey,grey,blue
4458,RFC1,tan,tan,tan
4459,RNU6-32P,grey,grey,blue
4460,RPL9,blue,blue,blue
4461,LIAS,blue,blue,blue
4462,UGDH,darkorange,darkorange,pink
4463,UGDH-AS1,grey,grey,grey
4464,SMIM14,blue,blue,blue
4465,UBE2K,darkturquoise,darkturquoise,paleturquoise
4466,RN7SL558P,yellow,darkred,blue
4467,PDS5A,royalblue,royalblue,grey60
4468,N4BP2,darkred,darkred,blue
4469,RBM47,magenta,magenta,salmon
4470,APBB2,darkturquoise,darkturquoise,black
4471,UCHL1-AS1,grey,grey,grey
4472,UCHL1,pink,green,lightcyan
4473,LIMCH1,skyblue3,skyblue,grey60
4474,RPL12P20,skyblue,skyblue,grey60
4475,TMEM33,cyan,cyan,pink
4476,DCAF4L1,grey,grey,grey
4477,SLC30A9,blue,blue,blue
4478,ATP1B1P1,yellow,darkred,grey
4479,BEND4,lightcyan,darkorange,darkorange
4480,ATP8A1,blue,blue,blue
4481,CCNL2P1,grey,grey,grey
4482,NDUFB4P12,yellow,darkred,grey
4483,KCTD8,yellow,darkred,blue
4484,YIPF7,grey,grey,grey
4485,GUF1,yellow,darkred,blue
4486,GNPDA2,blue,blue,blue
4487,GABRG1,yellowgreen,yellowgreen,yellowgreen
4488,GABRA2,blue,blue,blue
4489,RAC1P2,grey,grey,blue
4490,GABRA4,cyan,cyan,blue
4491,GABRB1,lightcyan,darkorange,grey
4492,COMMD8,purple,midnightblue,greenyellow
4493,ATP10D,skyblue,skyblue,grey
4494,CORIN,grey,grey,grey
4495,NFXL1,skyblue,skyblue,grey60
4496,NIPAL1,cyan,cyan,pink
4497,TXK,darkred,darkred,blue
4498,TEC,darkred,darkred,grey
4499,SLAIN2,royalblue,royalblue,blue
4500,SLC10A4,green,green,turquoise
4501,ZAR1,darkred,darkred,grey
4502,FRYL,yellow,darkred,blue
4503,RNU5E-3P,magenta,magenta,blue
4504,OCIAD1,purple,midnightblue,greenyellow
4505,OCIAD2,midnightblue,midnightblue,lightcyan
4506,DCUN1D4,yellow,darkred,blue
4507,LRRC66,darkgrey,darkgrey,grey60
4508,SGCB,yellow,darkred,blue
4509,SPATA18,grey,grey,grey
4510,USP46,cyan,cyan,pink
4511,USP46-AS1,lightyellow,bisque4,blue
4512,DANCR,greenyellow,greenyellow,green
4513,SNORA26,yellow,darkred,blue
4514,ERVMER34-1,turquoise,salmon,yellow
4515,RASL11B,brown,brown,turquoise
4516,SCFD2,green,green,turquoise
4517,RNU6-310P,grey,grey,grey
4518,FIP1L1,tan,tan,blue
4519,LNX1,grey,grey,turquoise
4520,RPL21P44,grey,grey,grey
4521,CHIC2,royalblue,royalblue,blue
4522,PDGFRA,yellow,darkred,grey
4523,KIT,white,white,skyblue
4524,KDR,grey60,grey60,cyan
4525,SRD5A3,blue,blue,blue
4526,TMEM165,yellow,darkred,blue
4527,CLOCK,yellow,darkred,blue
4528,RN7SKP30,red,black,yellow
4529,NMU,blue,blue,blue
4530,EXOC1,blue,blue,blue
4531,RNU6-652P,yellow,darkred,blue
4532,CEP135,tan,tan,tan
4533,KIAA1211,red,black,yellow
4534,RNA5SP161,grey,grey,grey
4535,AASDH,blue,blue,blue
4536,RPL7AP31,grey,grey,grey
4537,PPAT,grey,grey,blue
4538,PAICS,yellow,darkred,blue
4539,SRP72,blue,blue,blue
4540,ARL9,turquoise,salmon,black
4541,HOPX,midnightblue,midnightblue,greenyellow
4542,REST,yellow,darkred,blue
4543,NOA1,green,green,turquoise
4544,POLR2B,purple,midnightblue,greenyellow
4545,RNU6-998P,royalblue,royalblue,blue
4546,IGFBP7,yellow,darkred,blue
4547,IGFBP7-AS1,yellow,darkred,blue
4548,ADGRL3,cyan,cyan,pink
4549,RPL17P19,cyan,cyan,pink
4550,EPHA5,yellow,darkred,blue
4551,EPHA5-AS1,grey,grey,grey
4552,RNU1-63P,darkturquoise,darkturquoise,grey
4553,CENPC,royalblue,royalblue,tan
4554,UBA6,blue,blue,pink
4555,UBA6-AS1,grey,grey,grey
4556,RNU6-95P,grey,grey,grey
4557,GCOM2,yellow,darkred,grey
4558,YTHDC1,tan,tan,tan
4559,MT2P1,grey,grey,grey
4560,UTP3,paleturquoise,mediumpurple3,darkslateblue
4561,RUFY3,blue,blue,blue
4562,GRSF1,purple,midnightblue,greenyellow
4563,RNU6-891P,blue,blue,grey
4564,MOB1B,darkgreen,cyan,thistle2
4565,DCK,blue,blue,blue
4566,SLC4A4,yellowgreen,yellowgreen,yellowgreen
4567,NPFFR2,darkolivegreen,darkolivegreen,plum1
4568,ADAMTS3,brown4,brown4,darkgreen
4569,COX18,blue,blue,blue
4570,ANKRD17,orange,lightgreen,darkgreen
4571,ALB,yellow,darkred,blue
4572,CXCL8,darkgrey,darkgrey,darkturquoise
4573,CXCL5,grey,grey,grey
4574,CXCL2,darkgrey,darkgrey,darkturquoise
4575,MTHFD2L,darkgreen,cyan,pink
4576,BTC,blue,blue,blue
4577,PARM1,lightgreen,lightgreen,black
4578,RCHY1,blue,blue,blue
4579,THAP6,yellow,darkred,blue
4580,CDKL2,blue,blue,blue
4581,G3BP2,purple,midnightblue,greenyellow
4582,USO1,tan,tan,tan
4583,NAAA,grey,grey,grey
4584,SDAD1,yellow,darkred,blue
4585,ART3,white,white,blue
4586,NUP54,blue,blue,blue
4587,SCARB2,blue,blue,blue
4588,FAM47E,yellow,darkred,blue
4589,STBD1,blue,blue,grey
4590,CCDC158,skyblue,skyblue,grey60
4591,SHROOM3,brown,brown,green
4592,MIR548AH,grey,grey,grey
4593,SOWAHB,lightyellow,bisque4,turquoise
4594,SEPT11,yellow,darkred,blue
4595,TXNP6,grey,grey,grey
4596,CCNI,lightgreen,lightgreen,black
4597,CCNG2,yellow,darkred,blue
4598,CNOT6L,darkgreen,cyan,thistle2
4599,MRPL1,blue,blue,blue
4600,FRAS1,lightgreen,lightgreen,yellow
4601,SERBP1P5,tan,tan,tan
4602,MINOS1P4,green,green,turquoise
4603,ANXA3,yellow,darkred,blue
4604,LINC01094,magenta,magenta,grey
4605,BMP2K,yellow,darkred,blue
4606,MIR5096,grey,grey,blue
4607,PAQR3,darkgreen,cyan,grey60
4608,RN7SL127P,blue,blue,blue
4609,LINC01088,grey60,grey60,cyan
4610,ANTXR2,lightcyan,darkorange,grey60
4611,PRDM8,red,black,yellow
4612,FGF5,lightgreen,lightgreen,darkgreen
4613,C4orf22,blue,blue,blue
4614,BMP3,cyan,cyan,pink
4615,PRKG2,white,white,skyblue
4616,RASGEF1B,blue,blue,blue
4617,HNRNPD,darkturquoise,darkturquoise,paleturquoise
4618,HNRNPDL,blue,blue,blue
4619,ENOPH1,purple,midnightblue,greenyellow
4620,TMEM150C,plum1,plum1,sienna3
4621,RPL7AP26,turquoise,salmon,black
4622,SCD5,darkolivegreen,darkolivegreen,yellowgreen
4623,MIR575,grey,grey,grey
4624,SEC31A,lightgreen,lightgreen,black
4625,THAP9-AS1,lightyellow,bisque4,blue
4626,THAP9,yellow,darkred,blue
4627,LIN54,yellow,darkred,blue
4628,COPS4,purple,midnightblue,greenyellow
4629,COQ2,magenta,magenta,grey
4630,HPSE,cyan,cyan,grey
4631,HELQ,yellow,darkred,blue
4632,MRPS18C,purple,midnightblue,greenyellow
4633,FAM175A,blue,blue,blue
4634,GPAT3,brown4,brown4,darkslateblue
4635,CDS1,ivory,ivory,blue
4636,WDFY3,orange,lightgreen,darkgreen
4637,RN7SL552P,grey,grey,grey
4638,RNU6-469P,blue,blue,blue
4639,WDFY3-AS2,yellow,darkred,blue
4640,ARHGAP24,magenta,magenta,salmon
4641,MIR4451,grey,grey,grey
4642,MAPK10,turquoise,salmon,black
4643,RN7SKP96,yellow,darkred,pink
4644,PTPN13,royalblue,royalblue,tan
4645,SLC10A6,blue,blue,grey
4646,C4orf36,blue,blue,blue
4647,AFF1,orange,lightgreen,paleturquoise
4648,TECRP1,orangered4,orangered4,ivory
4649,KLHL8,blue,blue,blue
4650,HSD17B13,grey,grey,grey
4651,HSD17B11,blue,blue,blue
4652,RN7SL681P,brown,brown,turquoise
4653,NUDT9,darkorange,darkorange,darkorange
4654,SPARCL1,yellow,darkred,blue
4655,MEPE,yellow,darkred,grey
4656,HSP90AB3P,orangered4,orangered4,ivory
4657,SPP1,magenta,magenta,salmon
4658,PKD2,yellow,darkred,blue
4659,ABCG2,floralwhite,floralwhite,blue
4660,PPM1K,mediumpurple3,mediumpurple3,darkslateblue
4661,HERC6,blue,blue,blue
4662,HERC5,yellow,darkred,blue
4663,PYURF,purple,midnightblue,greenyellow
4664,HERC3,darkgrey,darkgrey,grey60
4665,RN7SKP244,grey,grey,grey
4666,RNU6-33P,darkmagenta,darkmagenta,orangered4
4667,NAP1L5,blue,blue,blue
4668,FAM13A-AS1,darkturquoise,darkturquoise,grey
4669,FAM13A,grey,grey,grey60
4670,TIGD2,yellow,darkred,blue
4671,GPRIN3,darkolivegreen,darkolivegreen,grey
4672,SNCA,blue,blue,blue
4673,MMRN1,magenta,magenta,salmon
4674,CCSER1,yellow,darkred,blue
4675,RN7SKP248,yellow,darkred,blue
4676,TMSB4XP8,green,green,orangered4
4677,GRID2,white,white,skyblue
4678,MTND1P19,red,black,yellow
4679,SMARCAD1,tan,tan,blue
4680,HPGDS,magenta,magenta,salmon
4681,PDLIM5,cyan,cyan,pink
4682,BMPR1B,yellowgreen,yellowgreen,yellowgreen
4683,UNC5C,black,black,yellow
4684,STPG2,yellow,darkred,blue
4685,RAP1GDS1,midnightblue,midnightblue,greenyellow
4686,TSPAN5,lightgreen,lightgreen,darkgreen
4687,EIF4E,blue,blue,blue
4688,TBCAP3,grey,grey,blue
4689,METAP1,ivory,ivory,grey
4690,MIR3684,blue,blue,blue
4691,ADH5,midnightblue,midnightblue,greenyellow
4692,TRMT10A,yellow,darkred,blue
4693,MTTP,blue,blue,blue
4694,DAPP1,magenta,magenta,salmon
4695,LAMTOR3,blue,blue,blue
4696,DNAJB14,blue,blue,blue
4697,H2AFZ,purple,midnightblue,greenyellow
4698,DDIT4L,saddlebrown,cyan,grey
4699,EMCN,darkslateblue,darkslateblue,grey
4700,PPP3CA,yellow,darkred,blue
4701,MIR8066,cyan,cyan,grey
4702,MIR1255A,blue,blue,greenyellow
4703,BANK1,grey,grey,grey
4704,SLC39A8,yellow,darkred,blue
4705,NFKB1,skyblue3,skyblue,grey60
4706,MANBA,yellow,darkred,blue
4707,LRRC37A15P,turquoise,salmon,yellow
4708,KRT8P46,turquoise,salmon,yellow
4709,UBE2D3,saddlebrown,cyan,pink
4710,CISD2,blue,blue,blue
4711,SLC9B1,blue,blue,blue
4712,SLC9B2,green,green,grey
4713,BDH2,blue,blue,blue
4714,CENPE,tan,tan,blue
4715,TACR3,lightcyan,darkorange,grey
4716,CXXC4,darkolivegreen,darkolivegreen,pink
4717,TET2,skyblue,skyblue,blue
4718,PPA2,purple,midnightblue,greenyellow
4719,EEF1A1P9,grey,grey,grey
4720,INTS12,grey,grey,grey
4721,GSTCD,bisque4,bisque4,blue
4722,NPNT,blue,blue,blue
4723,TBCK,royalblue,royalblue,pink
4724,AIMP1,mediumpurple3,mediumpurple3,darkslateblue
4725,DKK2,grey,grey,grey
4726,PAPSS1,midnightblue,midnightblue,greenyellow
4727,SGMS2,yellow,darkred,blue
4728,CYP2U1,grey,grey,grey
4729,HADH,saddlebrown,cyan,grey
4730,LEF1,darkslateblue,darkslateblue,grey
4731,RPL34-AS1,turquoise,salmon,grey
4732,RPL34,plum2,plum2,mediumpurple3
4733,OSTC,purple,midnightblue,greenyellow
4734,ETNPPL,yellowgreen,yellowgreen,yellowgreen
4735,COL25A1,yellow,darkred,blue
4736,RBMXP4,grey,grey,grey
4737,SEC24B-AS1,blue,blue,blue
4738,SEC24B,lightgreen,lightgreen,darkgreen
4739,MIR576,cyan,cyan,grey
4740,CCDC109B,blue,blue,blue
4741,HIGD1AP14,grey,grey,grey
4742,CASP6,saddlebrown,cyan,pink
4743,PLA2G12A,blue,blue,blue
4744,CFI,grey60,grey60,cyan
4745,GAR1,purple,midnightblue,greenyellow
4746,RRH,blue,blue,grey
4747,LRIT3,grey,grey,grey
4748,EGF,grey,grey,grey
4749,ELOVL6,brown4,brown4,darkgreen
4750,ENPEP,darkgrey,darkgrey,grey
4751,C4orf32,yellow,darkred,pink
4752,AP1AR,blue,blue,blue
4753,TIFA,grey,grey,grey
4754,ALPK1,magenta,magenta,salmon
4755,ZGRF1,darkred,darkred,blue
4756,LARP7,tan,tan,tan
4757,RPL7AP30,turquoise,salmon,green
4758,ANK2,black,black,yellow
4759,MIR1243,orange,lightgreen,grey
4760,MIR8082,yellow,darkred,grey
4761,CAMK2D,darkolivegreen,darkolivegreen,plum1
4762,ARSJ,darkolivegreen,darkolivegreen,plum1
4763,UGT8,violet,violet,darkolivegreen
4764,MIR577,purple,midnightblue,greenyellow
4765,NDST4,grey,grey,cyan
4766,TRAM1L1,bisque4,bisque4,blue
4767,LINC01378,yellow,darkred,blue
4768,RPSAP35,saddlebrown,cyan,pink
4769,NT5C3AP1,blue,blue,blue
4770,NDST3,white,white,skyblue
4771,SNHG8,blue,blue,greenyellow
4772,PRSS12,grey,grey,grey
4773,CEP170P1,grey,grey,grey
4774,SEPT14P4,grey,grey,grey
4775,METTL14,darkgreen,cyan,darkslateblue
4776,SEC24D,darkolivegreen,darkolivegreen,yellow
4777,SYNPO2,lightgreen,lightgreen,darkgreen
4778,MYOZ2,grey,grey,grey
4779,USP53,darkred,darkred,blue
4780,C4orf3,purple,midnightblue,greenyellow
4781,KLHL2P1,grey,grey,grey
4782,GTF2IP12,grey,grey,yellow
4783,PDE5A,grey60,grey60,cyan
4784,MAD2L1,blue,blue,blue
4785,PRDM5,blue,blue,blue
4786,SETP12,grey,grey,grey
4787,NDNF,white,white,skyblue
4788,TNIP3,darkolivegreen,darkolivegreen,plum1
4789,QRFPR,grey,grey,turquoise
4790,ANXA5,yellow,darkred,blue
4791,TMEM155,midnightblue,midnightblue,greenyellow
4792,EXOSC9,blue,blue,blue
4793,CCNA2,lightcyan,darkorange,darkorange
4794,BBS7,blue,blue,blue
4795,TRPC3,floralwhite,floralwhite,skyblue
4796,KIAA1109,royalblue,royalblue,blue
4797,CETN4P,blue,blue,blue
4798,BBS12,grey,grey,darkslateblue
4799,FGF2,yellowgreen,yellowgreen,yellowgreen
4800,NUDT6,yellow,darkred,blue
4801,SPATA5,yellow,darkred,blue
4802,SPRY1,lightcyan,darkorange,grey60
4803,ANKRD50,darkturquoise,darkturquoise,paleturquoise
4804,FAT4,white,white,cyan
4805,INTU,saddlebrown,cyan,pink
4806,HSPA4L,darkorange,darkorange,darkorange
4807,PLK4,lightyellow,bisque4,blue
4808,MFSD8,yellow,darkred,blue
4809,ABHD18,lightyellow,bisque4,blue
4810,LARP1B,darkred,darkred,blue
4811,FOSL1P1,turquoise,salmon,turquoise
4812,PGRMC2,darkgreen,cyan,thistle2
4813,JADE1,grey,grey,blue
4814,SCLT1,darkred,darkred,blue
4815,C4orf33,yellow,darkred,blue
4816,RPL7AP28,grey,grey,grey
4817,PCDH10,darkolivegreen,darkolivegreen,plum1
4818,PCDH18,white,white,cyan
4819,SLC7A11,darkgreen,cyan,pink
4820,LINC00499,yellow,darkred,grey
4821,LINC00500,yellow,darkred,blue
4822,NOCT,brown4,brown4,darkgreen
4823,ELF2,tan,tan,tan
4824,RNU6-531P,brown,brown,grey
4825,PPP1R14BP3,turquoise,salmon,green
4826,MGARP,lightcyan,darkorange,green
4827,NDUFC1,purple,midnightblue,greenyellow
4828,NAA15,darkgreen,cyan,thistle2
4829,RNU6-1214P,blue,blue,blue
4830,RAB33B,blue,blue,blue
4831,SETD7,yellow,darkred,grey
4832,MGST2,greenyellow,greenyellow,grey
4833,H3F3AP6,orangered4,orangered4,ivory
4834,MAML3,grey,grey,turquoise
4835,RN7SKP253,grey,grey,grey
4836,SCOC,purple,midnightblue,greenyellow
4837,SCOC-AS1,blue,blue,blue
4838,RPL14P3,salmon4,salmon4,bisque4
4839,CLGN,blue,blue,blue
4840,ELMOD2,blue,blue,blue
4841,TBC1D9,grey,grey,turquoise
4842,TNRC18P1,turquoise,salmon,turquoise
4843,RNY1P14,turquoise,salmon,turquoise
4844,RNF150,brown4,brown4,darkgreen
4845,ZNF330,paleturquoise,mediumpurple3,darkslateblue
4846,INPP4B,cyan,cyan,blue
4847,RPL5P13,yellow,darkred,blue
4848,USP38,darkgreen,cyan,pink
4849,GAB1,royalblue,royalblue,grey60
4850,MIR3139,royalblue,royalblue,grey60
4851,RPSAP36,skyblue,skyblue,grey
4852,SMARCA5,tan,tan,tan
4853,SMARCA5-AS1,brown,brown,turquoise
4854,GUSBP5,grey,grey,grey
4855,FREM3,white,white,skyblue
4856,GYPE,ivory,ivory,grey
4857,HHIP-AS1,grey,grey,blue
4858,HHIP,violet,violet,darkolivegreen
4859,ANAPC10,yellow,darkred,blue
4860,ABCE1,blue,blue,blue
4861,OTUD4,darkorange,darkorange,darkorange
4862,RTN3P1,black,black,yellow
4863,SMAD1,lightcyan,darkorange,grey
4864,MMAA,darkturquoise,darkturquoise,pink
4865,ZNF827,lightgreen,lightgreen,yellow
4866,LSM6,blue,blue,greenyellow
4867,SLC10A7,yellow,darkred,blue
4868,TTC29,turquoise,salmon,grey
4869,EDNRA,grey,grey,grey
4870,GTF2F2P1,grey,grey,grey
4871,TMEM184C,darkorange,darkorange,darkslateblue
4872,PRMT9,yellow,darkred,blue
4873,ARHGAP10,royalblue,royalblue,blue
4874,NR3C2,lightgreen,lightgreen,grey
4875,RNA5SP166,greenyellow,greenyellow,turquoise
4876,DCLK2,lightgreen,lightgreen,yellow
4877,RNU7-194P,grey,grey,grey
4878,LRBA,yellow,darkred,blue
4879,RNA5SP168,grey,grey,grey
4880,RPS3A,purple,midnightblue,greenyellow
4881,SNORD73B,yellow,darkred,blue
4882,SH3D19,darkred,darkred,cyan
4883,FAM160A1,turquoise,salmon,black
4884,GATB,pink,green,green
4885,FBXW7,plum1,plum1,sienna3
4886,MIR3140,yellow,darkred,blue
4887,MIR4453,grey,grey,grey
4888,TMEM154,blue,blue,blue
4889,TIGD4,blue,blue,blue
4890,ARFIP1,cyan,cyan,pink
4891,FHDC1,turquoise,salmon,yellow
4892,TRIM2,blue,blue,blue
4893,MND1,grey,grey,grey
4894,KIAA0922,white,white,darkgreen
4895,TLR2,darkgrey,darkgrey,darkturquoise
4896,RNF175,saddlebrown,cyan,grey
4897,SFRP2,grey60,grey60,cyan
4898,DCHS2,darkolivegreen,darkolivegreen,plum1
4899,PLRG1,blue,blue,blue
4900,RNU6-1285P,grey,grey,grey
4901,LRAT,blue,blue,blue
4902,NPY2R,grey,grey,grey
4903,MAP9,yellow,darkred,blue
4904,GUCY1A3,grey,grey,grey
4905,GUCY1B3,plum1,plum1,sienna3
4906,TDO2,yellow,darkred,blue
4907,CTSO,lightyellow,bisque4,blue
4908,PDGFC,darkolivegreen,darkolivegreen,blue
4909,GLRB,purple,midnightblue,greenyellow
4910,GRIA2,white,white,skyblue
4911,FAM198B,yellowgreen,yellowgreen,blue
4912,NUDT19P5,turquoise,salmon,grey
4913,TMEM144,violet,violet,darkolivegreen
4914,RXFP1,darkolivegreen,darkolivegreen,plum1
4915,C4orf46,blue,blue,blue
4916,ETFDH,yellow,darkred,blue
4917,PPID,darkorange,darkorange,darkorange
4918,FNIP2,orange,lightgreen,darkgreen
4919,C4orf45,yellow,darkred,blue
4920,RAPGEF2,lightgreen,lightgreen,darkgreen
4921,MIR3688-2,grey,grey,grey
4922,FSTL5,blue,blue,blue
4923,NAF1,skyblue3,skyblue,grey60
4924,NPY1R,yellow,darkred,pink
4925,NPY5R,blue,blue,blue
4926,TMA16,blue,blue,blue
4927,MARCH1,yellow,darkred,blue
4928,RN7SKP105,grey,grey,grey
4929,ANP32C,royalblue,royalblue,tan
4930,NACA3P,orangered4,orangered4,grey
4931,FAM218A,yellow,darkred,blue
4932,TMEM192,yellow,darkred,blue
4933,KLHL2,lightcyan,darkorange,pink
4934,RNU4-87P,yellow,darkred,blue
4935,MSMO1,blue,blue,blue
4936,CPE,blue,blue,blue
4937,MIR578,cyan,cyan,pink
4938,TLL1,darkolivegreen,darkolivegreen,plum1
4939,SPOCK3,blue,blue,blue
4940,RNA5SP171,mediumpurple3,mediumpurple3,blue
4941,DDX60,yellow,darkred,blue
4942,DDX60L,yellow,darkred,blue
4943,PALLD,darkgreen,cyan,pink
4944,CBR4,blue,blue,blue
4945,RNU6-853P,turquoise,salmon,grey
4946,SH3RF1,ivory,ivory,pink
4947,NEK1,tan,tan,tan
4948,CLCN3,blue,blue,blue
4949,HPF1,blue,blue,blue
4950,PTGES3P3,salmon4,salmon4,bisque4
4951,MFAP3L,darkorange,darkorange,pink
4952,AADAT,grey,grey,grey
4953,HSP90AA6P,grey,grey,yellow
4954,GALNTL6,white,white,skyblue
4955,GALNT7,yellow,darkred,blue
4956,MIR548T,grey,grey,grey
4957,HMGB2,yellow,darkred,blue
4958,SAP30,mediumpurple3,mediumpurple3,darkslateblue
4959,SCRG1,blue,blue,greenyellow
4960,MORF4,grey,grey,grey
4961,FBXO8,royalblue,royalblue,pink
4962,CEP44,blue,blue,pink
4963,HPGD,white,white,pink
4964,GLRA3,lightcyan,darkorange,skyblue
4965,ADAM29,grey,grey,grey
4966,GPM6A,blue,blue,blue
4967,WDR17,lightyellow,bisque4,blue
4968,SPATA4,grey,grey,grey
4969,ASB5,blue,blue,blue
4970,SPCS3,purple,midnightblue,greenyellow
4971,VEGFC,skyblue3,skyblue,grey
4972,AGA,blue,blue,blue
4973,LINC00290,yellow,darkred,grey
4974,TENM3,orange,lightgreen,yellow
4975,MIR1305,grey,grey,grey
4976,RNU2-34P,grey,grey,grey
4977,DCTD,green,green,turquoise
4978,WWC2,skyblue3,skyblue,grey60
4979,CDKN2AIP,darkorange,darkorange,darkorange
4980,ING2,skyblue3,skyblue,tan
4981,RWDD4,blue,blue,blue
4982,RNU6-479P,yellow,darkred,blue
4983,TRAPPC11,lightyellow,bisque4,blue
4984,RNU6-1053P,red,black,yellow
4985,STOX2,orange,lightgreen,darkgreen
4986,ENPP6,grey60,grey60,cyan
4987,IRF2,lightsteelblue1,lightsteelblue1,grey
4988,CASP3,mediumpurple3,mediumpurple3,darkslateblue
4989,PRIMPOL,tan,tan,grey
4990,CENPU,blue,blue,blue
4991,ACSL1,blue,blue,blue
4992,SLC25A4,pink,green,lightcyan
4993,CFAP97,blue,blue,blue
4994,SNX25,ivory,ivory,pink
4995,LRP2BP,royalblue,royalblue,blue
4996,ANKRD37,darkorange,darkorange,pink
4997,UFSP2,blue,blue,blue
4998,C4orf47,darkorange,darkorange,grey60
4999,CCDC110,yellow,darkred,blue
5000,PDLIM3,yellow,darkred,blue
5001,SORBS2,orange,lightgreen,darkgreen
5002,TLR3,magenta,magenta,salmon
5003,FAM149A,yellow,darkred,grey
5004,RPSAP70,grey,grey,turquoise
5005,CYP4V2,blue,blue,blue
5006,KLKB1,blue,blue,blue
5007,F11-AS1,magenta,magenta,blue
5008,FAT1,yellow,darkred,blue
5009,RNU1-51P,grey,grey,grey
5010,FRG1,palevioletred3,palevioletred3,blue
5011,CCDC127,brown,brown,grey
5012,SDHA,green,green,turquoise
5013,PDCD6,purple,midnightblue,greenyellow
5014,AHRR,turquoise,salmon,yellow
5015,EXOC3-AS1,blue,blue,blue
5016,EXOC3,salmon,salmon,turquoise
5017,CEP72,turquoise,salmon,turquoise
5018,TPPP,turquoise,salmon,green
5019,ZDHHC11B,red,black,yellow
5020,BRD9P2,red,black,yellow
5021,ZDHHC11,grey,grey,grey
5022,BRD9,turquoise,salmon,turquoise
5023,TRIP13,greenyellow,greenyellow,yellow
5024,NKD2,thistle1,lightsteelblue1,green
5025,SLC12A7,turquoise,salmon,yellow
5026,CLPTM1L,greenyellow,greenyellow,turquoise
5027,LINC01511,brown,brown,turquoise
5028,LPCAT1,darkorange2,darkorange2,yellow
5029,MIR6075,turquoise,salmon,grey
5030,SDHAP3,turquoise,salmon,turquoise
5031,MRPL36,midnightblue,midnightblue,lightcyan
5032,NDUFS6,navajowhite2,navajowhite2,bisque4
5033,ADAMTS16,grey60,grey60,yellow
5034,ICE1,tan,tan,tan
5035,MED10,darkolivegreen,darkolivegreen,grey
5036,UBE2QL1,red,black,yellow
5037,LINC01018,turquoise,salmon,yellow
5038,NSUN2,grey,grey,grey
5039,SRD5A1,midnightblue,midnightblue,turquoise
5040,PAPD7,lightgreen,lightgreen,yellow
5041,ADCY2,black,black,black
5042,C5orf49,turquoise,salmon,green
5043,MTRR,grey,grey,grey
5044,FASTKD3,bisque4,bisque4,blue
5045,MIR4458HG,blue,blue,blue
5046,SEMA5A,lightgreen,lightgreen,grey
5047,SNHG18,grey,grey,grey
5048,FAM173B,darkorange,darkorange,darkorange
5049,CCT5,paleturquoise,mediumpurple3,thistle1
5050,CMBL,grey60,grey60,grey
5051,MARCH6,darkturquoise,darkturquoise,paleturquoise
5052,ROPN1L,greenyellow,greenyellow,green
5053,ANKRD33B,brown4,brown4,darkgreen
5054,DAP,black,black,black
5055,CTNND2,red,black,yellow
5056,DNAH5,grey,grey,grey
5057,TRIO,lightgreen,lightgreen,yellow
5058,FAM105A,magenta,magenta,salmon
5059,EEF1A1P13,grey,grey,grey
5060,OTULIN,darkorange,darkorange,darkorange
5061,ANKH,red,black,yellow
5062,RBBP4P1,royalblue,royalblue,grey60
5063,MIR4637,grey,grey,grey
5064,FBXL7,turquoise,salmon,grey
5065,MARCH11,purple,midnightblue,greenyellow
5066,ZNF622,midnightblue,midnightblue,lightcyan
5067,FAM134B,blue,blue,blue
5068,MYO10,violet,violet,turquoise
5069,BASP1,turquoise,salmon,turquoise
5070,RNA5SP180,cyan,cyan,grey
5071,RNU6-1003P,grey,grey,grey
5072,FTH1P10,yellow,darkred,grey
5073,CDH18,grey,grey,grey
5074,GUSBP1,blue,blue,blue
5075,CDH12,salmon,salmon,grey
5076,HSPD1P1,royalblue,royalblue,grey60
5077,GCNT1P2,lightcyan,darkorange,grey
5078,CDH10,grey,grey,grey
5079,CDH9,white,white,skyblue
5080,CDH6,darkolivegreen,darkolivegreen,plum1
5081,DROSHA,orange,lightgreen,darkgreen
5082,C5orf22,bisque4,bisque4,blue
