Order,Symbol,dynamicColors_GS3_prot,mergedColors,consensus_GS3
275,IFNLR1,turquoise,salmon,turquoise
276,STPG1,turquoise,salmon,turquoise
277,NIPAL3,red,black,yellow
278,RCAN3,blue,blue,blue
279,SRRM1,skyblue,skyblue,grey60
280,CLIC4,blue,blue,blue
281,SYF2,palevioletred3,palevioletred3,tan
282,RSRP1,ivory,ivory,grey
283,SDHDP6,grey,grey,green
284,TMEM50A,blue,blue,blue
285,RHCE,green,green,turquoise
286,TMEM57,tan,tan,tan
287,LDLRAP1,turquoise,salmon,green
288,MAN1C1,red,black,yellow
289,SEPN1,red,black,black
290,MTFR1L,turquoise,salmon,turquoise
291,AUNIP,blue,blue,blue
292,PAQR7,pink,green,lightcyan
293,STMN1,blue,blue,blue
294,PAFAH2,greenyellow,greenyellow,grey
295,EXTL1,brown,brown,green
296,PDIK1L,mediumpurple3,mediumpurple3,darkslateblue
297,FAM110D,turquoise,salmon,turquoise
298,ZNF593,brown,brown,turquoise
299,CNKSR1,turquoise,salmon,yellow
300,CEP85,turquoise,salmon,turquoise
301,SH3BGRL3,greenyellow,greenyellow,green
302,UBXN11,brown,brown,turquoise
303,CD52,brown,brown,green
304,DHDDS,pink,green,turquoise
305,HMGN2,blue,blue,blue
306,RPS6KA1,magenta,magenta,salmon
307,ARID1A,black,black,yellow
308,PIGV,turquoise,salmon,turquoise
309,ZDHHC18,red,black,yellow
310,GPN2,turquoise,salmon,green
311,GPATCH3,pink,green,turquoise
312,NUDC,turquoise,salmon,green
313,TRNP1,turquoise,salmon,green
314,SLC9A1,black,black,yellow
315,CHCHD3P3,turquoise,salmon,yellow
316,NPM1P39,grey,grey,grey
317,WDTC1,red,black,yellow
318,TMEM222,green,green,turquoise
319,RNU6-48P,black,black,yellow
320,ACTG1P20,turquoise,salmon,yellow
321,MAP3K6,turquoise,salmon,turquoise
322,GPR3,brown,brown,turquoise
323,WASF2,turquoise,salmon,yellow
324,AHDC1,black,black,yellow
325,FGR,red,black,grey
326,IFI6,pink,green,lightcyan
327,FAM76A,blue,blue,blue
328,RPEP3,darkslateblue,darkslateblue,blue
329,STX12,blue,blue,blue
330,PPP1R8,midnightblue,midnightblue,greenyellow
331,SCARNA1,mediumpurple3,mediumpurple3,grey
332,THEMIS2,turquoise,salmon,black
333,RPA2,midnightblue,midnightblue,greenyellow
334,SMPDL3B,darkolivegreen,darkolivegreen,yellow
335,XKR8,turquoise,salmon,green
336,EYA3,lightcyan,darkorange,darkorange
337,RN7SL559P,brown,brown,turquoise
338,SPCS2P4,grey,grey,grey
339,PTAFR,magenta,magenta,salmon
340,DNAJC8,midnightblue,midnightblue,blue
341,ATPIF1,navajowhite2,navajowhite2,lightsteelblue1
342,SESN2,lightcyan,darkorange,darkorange
343,MED18,midnightblue,midnightblue,greenyellow
344,PHACTR4,skyblue,skyblue,brown4
345,RNU6ATAC27P,grey,grey,grey
346,RCC1,lightcyan,darkorange,darkorange
347,SNHG3,grey,grey,grey
348,SNORA73B,darkmagenta,darkmagenta,orangered4
349,TRNAU1AP,grey,grey,green
350,SNHG12,darkmagenta,darkmagenta,greenyellow
351,SNORD99,yellow,darkred,blue
352,TAF12,greenyellow,greenyellow,green
353,GMEB1,brown,brown,grey
354,YTHDF2,blue,blue,greenyellow
355,OPRD1,red,black,yellow
356,EPB41,grey,grey,blue
357,TMEM200B,green,green,turquoise
358,SRSF4,royalblue,royalblue,grey60
359,MECR,green,green,turquoise
360,PTPRU,red,black,yellow
361,MATN1-AS1,steelblue,steelblue,grey
362,LAPTM5,magenta,magenta,salmon
363,SDC3,green,green,turquoise
364,PUM1,turquoise,salmon,black
365,NKAIN1,brown,brown,turquoise
366,SNRNP40,green,green,lightcyan
367,ZCCHC17,midnightblue,midnightblue,greenyellow
368,FABP3,pink,green,turquoise
369,TINAGL1,grey60,grey60,cyan
370,HCRTR1,brown,brown,turquoise
371,PEF1,green,green,turquoise
372,COL16A1,brown,brown,turquoise
373,ADGRB2,red,black,yellow
374,MIR4254,brown,brown,turquoise
375,PTP4A2,steelblue,steelblue,blue
376,KHDRBS1,yellow,darkred,blue
377,TMEM39B,salmon,salmon,black
378,MIR5585,grey,grey,grey
379,KPNA6,turquoise,salmon,turquoise
380,TXLNA,red,black,green
381,CCDC28B,pink,green,lightcyan
382,IQCC,brown,brown,turquoise
383,TMEM234,brown,brown,turquoise
384,EIF3I,pink,green,turquoise
385,MTMR9LP,brown,brown,green
386,HDAC1,royalblue,royalblue,grey
387,MARCKSL1,violet,violet,darkolivegreen
388,TSSK3,green,green,turquoise
389,FAM229A,red,black,brown4
390,BSDC1,green,green,turquoise
391,ZBTB8B,darkorange,darkorange,darkorange
392,ZBTB8A,blue,blue,blue
393,ZBTB8OS,palevioletred3,palevioletred3,blue
394,RBBP4,blue,blue,blue
395,SYNC,blue,blue,blue
396,KIAA1522,red,black,yellow
397,YARS,turquoise,salmon,yellow
398,S100PBP,yellow,darkred,blue
399,FNDC5,brown,brown,turquoise
400,HPCA,salmon,salmon,black
401,TMEM54,turquoise,salmon,turquoise
402,RNF19B,turquoise,salmon,yellow
403,AK2,turquoise,salmon,turquoise
404,AZIN2,turquoise,salmon,green
405,TRIM62,red,black,yellow
406,ZNF362,turquoise,salmon,green
407,PHC2,turquoise,salmon,black
408,RN7SKP16,black,black,grey
409,ZSCAN20,turquoise,salmon,yellow
410,CSMD2,black,black,yellow
411,SMIM12,turquoise,salmon,turquoise
412,GJB5,turquoise,salmon,turquoise
413,GJA4,grey60,grey60,grey
414,DLGAP3,brown,brown,green
415,ZMYM6,yellow,darkred,blue
416,ZMYM1,blue,blue,blue
417,SFPQ,paleturquoise,mediumpurple3,darkslateblue
418,ZMYM4,royalblue,royalblue,tan
419,RPL5P4,yellow,darkred,blue
420,KIAA0319L,green,green,turquoise
421,NCDN,red,black,yellow
422,TFAP2E,red,black,yellow
423,PSMB2,pink,green,lightcyan
424,C1orf216,pink,green,lightcyan
425,CLSPN,yellow,darkred,blue
426,AGO4,lightyellow,bisque4,blue
427,AGO1,lightgreen,lightgreen,darkgreen
428,AGO3,royalblue,royalblue,grey60
429,TEKT2,brown,brown,green
430,ADPRHL2,greenyellow,greenyellow,turquoise
431,COL8A2,magenta,magenta,salmon
432,TRAPPC3,paleturquoise,mediumpurple3,thistle1
433,MAP7D1,red,black,yellow
434,THRAP3,darkred,darkred,blue
435,SH3D21,brown,brown,green
436,EVA1B,brown,brown,turquoise
437,STK40,red,black,green
438,LSM10,turquoise,salmon,green
439,OSCP1,pink,green,turquoise
440,MRPS15,navajowhite2,navajowhite2,turquoise
441,CSF3R,magenta,magenta,salmon
442,GRIK3,turquoise,salmon,turquoise
443,LINC01137,grey,grey,grey
444,ZC3H12A,darkgrey,darkgrey,darkturquoise
445,MEAF6,purple,midnightblue,greenyellow
446,MIR5581,yellow,darkred,grey
447,SNIP1,blue,blue,greenyellow
448,DNALI1,black,black,grey
449,GNL2,blue,blue,blue
450,C1orf109,blue,blue,blue
451,CDCA8,greenyellow,greenyellow,turquoise
452,EPHA10,brown,brown,turquoise
453,MANEAL,salmon,salmon,black
454,YRDC,grey,grey,greenyellow
455,C1orf122,midnightblue,midnightblue,lightcyan
456,MTF1,turquoise,salmon,yellow
457,INPP5B,lightsteelblue1,lightsteelblue1,grey
458,SF3A3,plum1,plum1,sienna3
459,FHL3,brown,brown,turquoise
460,UTP11,blue,blue,blue
461,POU3F1,brown,brown,green
462,RRAGC,blue,blue,blue
463,MYCBP,greenyellow,greenyellow,grey
464,RHBDL2,violet,violet,darkolivegreen
465,RNU6-605P,grey,grey,grey
466,AKIRIN1,blue,blue,pink
467,NDUFS5,plum1,plum1,sienna3
468,MACF1,skyblue,skyblue,brown4
469,BMP8A,brown,brown,turquoise
470,OXCT2P1,grey,grey,grey
471,PPIEL,black,black,grey
472,PABPC4,black,black,yellow
473,SNORA55,blue,blue,grey
474,HEYL,grey60,grey60,darkturquoise
475,NT5C1A,turquoise,salmon,green
476,HPCAL4,turquoise,salmon,yellow
477,PPIE,blue,blue,blue
478,BMP8B,turquoise,salmon,turquoise
479,OXCT2,brown,brown,grey
480,TRIT1,blue,blue,blue
481,MYCL,greenyellow,greenyellow,turquoise
482,MFSD2A,turquoise,salmon,grey
483,CAP1,green,green,turquoise
484,PPT1,midnightblue,midnightblue,greenyellow
485,RLF,darkgreen,cyan,tan
486,RNU6-1237P,grey,grey,grey
487,ZMPSTE24,cyan,cyan,pink
488,COL9A2,brown,brown,turquoise
489,SMAP2,salmon,salmon,black
490,ZFP69B,grey,grey,grey
491,ZFP69,grey,grey,grey
492,EXO5,brown,brown,turquoise
493,ZNF684,plum1,plum1,blue
494,RIMS3,turquoise,salmon,turquoise
495,NFYC-AS1,yellow,darkred,grey
496,NFYC,turquoise,salmon,black
497,MIR30E,grey,grey,grey
498,MIR30C1,green,green,grey
499,KCNQ4,salmon,salmon,black
500,CITED4,navajowhite2,navajowhite2,turquoise
501,CTPS1,grey60,grey60,cyan
502,SLFNL1-AS1,darkgrey,darkgrey,grey
503,SLFNL1,lightcyan,darkorange,darkorange
504,SCMH1,turquoise,salmon,black
505,FOXO6,red,black,yellow
506,HIVEP3,black,black,yellow
507,FOXJ3,orange,lightgreen,darkgreen
508,RIMKLA,turquoise,salmon,turquoise
509,ZMYND12,turquoise,salmon,turquoise
510,PPCS,palevioletred3,palevioletred3,blue
511,CCDC30,royalblue,royalblue,tan
512,TMSB4XP1,grey,grey,blue
513,RNU6-536P,turquoise,salmon,grey
514,PPIH,green,green,turquoise
515,YBX1,brown,brown,grey
516,P3H1,turquoise,salmon,plum2
517,C1orf50,blue,blue,greenyellow
518,SVBP,brown,brown,green
519,ERMAP,floralwhite,floralwhite,grey
520,ZNF691,turquoise,salmon,turquoise
521,ATP6V1E1P1,grey,grey,blue
522,SLC2A1,grey60,grey60,cyan
523,SLC2A1-AS1,turquoise,salmon,black
524,RNU6-880P,grey,grey,grey
525,EBNA1BP2,midnightblue,midnightblue,blue
526,CFAP57,darkslateblue,darkslateblue,grey
527,TMEM125,violet,violet,darkolivegreen
528,TIE1,darkslateblue,darkslateblue,grey
529,MPL,grey,grey,black
530,CDC20,brown,brown,turquoise
531,ELOVL1,violet,violet,darkolivegreen
532,MED8,turquoise,salmon,turquoise
533,SZT2,red,black,yellow
534,SZT2-AS1,black,black,yellow
535,HYI,green,green,turquoise
536,HYI-AS1,grey,grey,grey
537,PTPRF,red,black,yellow
538,KDM4A,lightgreen,lightgreen,yellow
539,ST3GAL3,salmon,salmon,black
540,MIR6079,grey,grey,grey
541,IPO13,salmon,salmon,black
542,DPH2,green,green,turquoise
543,ATP6V0B,pink,green,lightcyan
544,B4GALT2,brown,brown,turquoise
545,CCDC24,brown,brown,turquoise
546,SLC6A9,red,black,green
547,DMAP1,lightsteelblue1,lightsteelblue1,green
548,ERI3,green,green,turquoise
549,ERI3-IT1,black,black,yellow
550,RNF220,turquoise,salmon,darkgrey
551,MIR5584,red,black,yellow
552,TMEM53,brown,brown,turquoise
553,C1orf228,turquoise,salmon,green
554,RNU5F-1,blue,blue,blue
555,RNU5D-1,yellow,darkred,blue
556,KIF2C,turquoise,salmon,black
557,RPS8,green,green,turquoise
558,SNORD46,blue,blue,blue
559,BEST4,green,green,turquoise
560,PLK3,darkgrey,darkgrey,darkturquoise
561,BTBD19,turquoise,salmon,yellow
562,PTCH2,red,black,yellow
563,EIF2B3,midnightblue,midnightblue,greenyellow
564,HECTD3,red,black,yellow
565,UROD,pink,green,lightcyan
566,ZSWIM5,red,black,black
567,OSTCP5,grey,grey,grey
568,LINC01144,turquoise,salmon,turquoise
569,HPDL,green,green,turquoise
570,MUTYH,turquoise,salmon,green
571,TOE1,turquoise,salmon,turquoise
572,TESK2,steelblue,steelblue,grey
573,CCDC163P,grey,grey,grey
574,MMACHC,green,green,turquoise
575,PRDX1,purple,midnightblue,greenyellow
576,AKR1A1,pink,green,lightcyan
577,NASP,tan,tan,tan
578,CCDC17,turquoise,salmon,grey
579,GPBP1L1,cyan,cyan,pink
580,RPS15AP10,grey,grey,grey
581,TMEM69,green,green,sienna3
582,IPP,blue,blue,blue
583,MAST2,red,black,yellow
584,PIK3R3,grey,grey,grey
585,TSPAN1,turquoise,salmon,black
586,POMGNT1,green,green,turquoise
587,LURAP1,turquoise,salmon,black
588,RAD54L,darkorange2,darkorange2,darkorange
589,LRRC41,salmon,salmon,black
590,UQCRH,midnightblue,midnightblue,greenyellow
591,NSUN4,turquoise,salmon,green
592,FAAH,green,green,turquoise
593,FAAHP1,darkgrey,darkgrey,yellow
594,KNCN,red,black,black
595,MKNK1,turquoise,salmon,black
596,MOB3C,magenta,magenta,grey
597,ATPAF1,cyan,cyan,grey
598,NENFP1,brown,brown,black
599,EFCAB14,cyan,cyan,pink
600,CYP4X1,salmon,salmon,black
601,CYP4Z1,turquoise,salmon,yellow
602,CYP4A22-AS1,grey,grey,grey
603,MTND1P34,red,black,grey
604,LINC00853,grey,grey,grey
605,TAL1,magenta,magenta,salmon
606,STIL,blue,blue,grey
607,CMPK1,blue,blue,blue
608,SPATA6,yellow,darkred,blue
609,PPP1R8P1,grey,grey,grey
610,AGBL4,red,black,black
611,BEND5,grey,grey,grey
612,AGBL4-IT1,yellow,darkred,blue
613,ELAVL4,grey,grey,grey
614,FAF1,blue,blue,grey
615,CDKN2C,purple,midnightblue,grey
616,LINC01562,grey,grey,grey
617,RNF11,purple,midnightblue,greenyellow
618,TTC39A,turquoise,salmon,turquoise
619,EPS15,yellow,darkred,blue
620,OSBPL9,darkred,darkred,blue
621,SLC25A6P3,black,black,yellow
622,NRDC,blue,blue,blue
623,RAB3B,darkolivegreen,darkolivegreen,plum1
624,TXNDC12,grey,grey,grey
625,KTI12,violet,violet,turquoise
626,BTF3L4,blue,blue,blue
627,ZFYVE9,grey,grey,grey
628,RN7SL788P,grey,grey,grey
629,PDCL3P6,grey,grey,grey
630,ANAPC10P1,yellow,darkred,blue
631,CC2D1B,brown,brown,turquoise
632,PLA2G12AP1,grey,grey,grey
633,ORC1,grey,grey,grey
634,PRPF38A,royalblue,royalblue,grey60
635,ZCCHC11,skyblue3,skyblue,grey60
636,GPX7,brown,brown,turquoise
637,COA7,grey,grey,grey
638,ZYG11B,blue,blue,blue
639,RPS13P2,orangered4,orangered4,ivory
640,ECHDC2,darkslateblue,darkslateblue,grey
641,SCP2,purple,midnightblue,greenyellow
642,MIR1273F,blue,blue,grey
643,MIR1273G,blue,blue,blue
644,PODN,lightcyan,darkorange,yellow
645,CPT2,violet,violet,lightcyan
646,C1orf123,plum1,plum1,lightcyan
647,MAGOH,paleturquoise,mediumpurple3,darkslateblue
648,LRP8,grey,grey,grey
649,GLIS1,brown,brown,green
650,NDC1,blue,blue,blue
651,YIPF1,greenyellow,greenyellow,green
652,HSPB11,blue,blue,blue
653,LRRC42,grey,grey,grey
654,TMEM59,purple,midnightblue,greenyellow
655,TCEANC2,grey,grey,pink
656,CYB5RL,red,black,yellow
657,MRPL37,green,green,turquoise
658,SSBP3,red,black,black
659,ACOT11,grey,grey,grey
660,MROH7,grey,grey,grey
661,TTC4,purple,midnightblue,greenyellow
662,PARS2,turquoise,salmon,turquoise
663,DHCR24,salmon,salmon,black
664,USP24,yellow,darkred,blue
665,PLPP3,yellowgreen,yellowgreen,yellowgreen
666,PRKAA2,yellow,darkred,blue
667,C1orf168,grey60,grey60,grey
668,DAB1,white,white,skyblue
669,RPS20P5,grey,grey,grey
670,HNRNPA1P6,white,white,grey
671,RPS26P15,yellow,darkred,blue
672,OMA1,yellow,darkred,blue
673,MYSM1,yellow,darkred,blue
674,JUN,lightcyan,darkorange,grey60
675,LINC01135,turquoise,salmon,black
676,FGGY,blue,blue,blue
677,HOOK1,darkgreen,cyan,pink
678,CYP2J2,cyan,cyan,pink
679,NFIA,yellowgreen,yellowgreen,pink
680,NFIA-AS2,grey,grey,grey
681,TM2D1,purple,midnightblue,greenyellow
682,PATJ,darkred,darkred,cyan
683,LAMTOR5P1,brown,brown,turquoise
684,KANK4,turquoise,salmon,black
685,USP1,yellow,darkred,blue
686,DOCK7,yellowgreen,yellowgreen,pink
687,ATG4C,blue,blue,pink
688,ALG6,blue,blue,blue
689,ITGB3BP,grey,grey,grey
690,EFCAB7,paleturquoise,mediumpurple3,darkslateblue
691,DLEU2L,yellow,darkred,blue
692,PGM1,green,green,turquoise
693,RN7SL130P,grey,grey,grey
694,ROR1,yellow,darkred,blue
695,CACHD1,darkturquoise,darkturquoise,grey
696,RAVER2,skyblue3,skyblue,grey
697,JAK1,grey,grey,grey
698,LINC01359,lightyellow,bisque4,blue
699,SLC2A3P2,lightyellow,bisque4,blue
700,RNU6-1176P,lightyellow,bisque4,blue
701,MIR3671,floralwhite,floralwhite,blue
702,MIR101-1,blue,blue,blue
703,AK4,yellowgreen,yellowgreen,yellowgreen
704,DNAJC6,yellowgreen,yellowgreen,grey
705,RNU2-15P,grey,grey,grey
706,LEPROT,blue,blue,blue
