Order,Symbol,dynamicColors_GRS5_prot,mergedColors,consensus_GRS5
9378,ST8SIA6,grey,grey,grey
9379,HACD1,turquoise,turquoise,darkred
9380,STAM-AS1,grey,grey,grey
9381,STAM,blue,blue,turquoise
9382,MRC1,lightcyan,lightcyan,lightcyan
9383,SLC39A12,sienna3,sienna3,paleturquoise
9384,CACNB2,darkturquoise,darkturquoise,darkgreen
9385,NSUN6,red,red,darkred
9386,ARL5B,white,white,grey60
9387,MALRD1,grey,grey,grey
9388,PLXDC2,greenyellow,greenyellow,cyan
9389,NEBL,sienna3,sienna3,paleturquoise
9390,C10orf113,green,white,brown
9391,NEBL-AS1,grey,grey,grey
9392,CASC10,brown,brown,green
9393,SKIDA1,magenta,ivory,tan
9394,MLLT10,salmon,salmon,grey
9395,DNAJC1,darkred,darkred,royalblue
9396,COMMD3,pink,pink,mediumpurple3
9397,BMI1,orange,orange,grey60
9398,SPAG6,turquoise,turquoise,darkred
9399,PIP4K2A,skyblue,skyblue,orangered4
9400,ARMC3,brown,brown,lightyellow
9401,MSRB2,blue,blue,turquoise
9402,YWHAZP3,darkmagenta,darkmagenta,salmon
9403,C10orf67,grey,grey,brown
9404,OTUD1,orange,orange,grey60
9405,KIAA1217,black,black,yellow
9406,MIR603,grey,grey,grey
9407,ARHGAP21,grey,grey,grey
9408,PRTFDC1,turquoise,turquoise,darkred
9409,RN7SKP241,turquoise,turquoise,brown
9410,ENKUR,green,white,brown
9411,THNSL1,green,white,brown
9412,GPR158-AS1,grey,grey,grey
9413,GPR158,magenta,ivory,tan
9414,LINC00836,green,white,grey
9415,GAD2,darkturquoise,darkturquoise,darkred
9416,APBB1IP,greenyellow,greenyellow,cyan
9417,PDSS1,red,red,midnightblue
9418,HSPA8P3,grey,grey,grey
9419,ABI1,pink,pink,darkred
9420,RNU6-946P,grey,grey,grey
9421,ANKRD26,red,red,salmon
9422,RNU6-490P,red,red,midnightblue
9423,YME1L1,turquoise,turquoise,darkred
9424,MASTL,turquoise,turquoise,darkred
9425,ACBD5,turquoise,turquoise,darkred
9426,LRRC37A6P,magenta,ivory,lightyellow
9427,ARMC4P1,grey,grey,grey
9428,RAB18,turquoise,turquoise,brown
9429,MKX,grey,grey,grey
9430,ARMC4,turquoise,turquoise,darkred
9431,MPP7,turquoise,turquoise,darkred
9432,WAC-AS1,midnightblue,midnightblue,salmon
9433,WAC,salmon,salmon,royalblue
9434,BAMBI,grey,grey,grey
9435,SVIL-AS1,yellow,black,yellow
9436,SVIL,lightcyan,lightcyan,lightcyan
9437,KIAA1462,yellow,black,yellow
9438,EEF1A1P39,darkred,darkred,grey
9439,MTPAP,green,white,brown
9440,MAP3K8,royalblue,royalblue,darkorange
9441,ZNF438,green,white,brown
9442,DDX10P1,turquoise,turquoise,brown
9443,ZEB1-AS1,grey,grey,grey
9444,ZEB1,green,white,brown
9445,SPTLC1P1,grey,grey,grey
9446,ARHGAP12,turquoise,turquoise,darkred
9447,KIF5B,red,red,salmon
9448,RPS4XP11,darkmagenta,darkmagenta,darkred
9449,PPIAP31,red,red,midnightblue
9450,EPC1,paleturquoise,darkred,grey60
9451,CCDC7,red,red,salmon
9452,C1DP1,turquoise,turquoise,grey
9453,ITGB1,green,white,grey60
9454,NRP1,thistle1,thistle1,grey
9455,RN7SL398P,grey,grey,grey
9456,PARD3,paleturquoise,darkred,grey60
9457,CUL2,turquoise,turquoise,brown
9458,MIR3611,grey,grey,grey
9459,CREM,bisque4,bisque4,grey60
9460,RNU7-77P,grey,grey,grey
9461,ATP6V1G1P4,grey,grey,grey
9462,CCNY,green,white,brown
9463,FZD8,grey,grey,grey
9464,NAMPTP1,darkred,darkred,brown
9465,ZNF33BP1,midnightblue,midnightblue,darkred
9466,ZNF248,paleturquoise,darkred,royalblue
9467,ZNF25,midnightblue,midnightblue,darkred
9468,ZNF33A,midnightblue,midnightblue,darkred
9469,ZNF37A,paleturquoise,darkred,royalblue
9470,HSD17B7P2,midnightblue,midnightblue,midnightblue
9471,SEPT7P9,turquoise,turquoise,darkred
9472,CCNYL2,grey,grey,grey
9473,LINC00839,grey,grey,turquoise
9474,ZNF37BP,red,red,salmon
9475,ZNF33B,red,red,salmon
9476,BMS1,salmon,salmon,royalblue
9477,RET,yellow,black,green
9478,CSGALNACT2,red,red,salmon
9479,RASGEF1A,blue,blue,turquoise
9480,FXYD4,skyblue,skyblue,turquoise
9481,HNRNPF,greenyellow,greenyellow,cyan
9482,ZNF487,red,red,midnightblue
9483,RNU7-193P,grey,grey,grey
9484,ZNF239,grey,grey,grey
9485,CAP1P2,grey,grey,grey
9486,ZNF485,tan,grey60,mediumpurple3
9487,ZNF32,blue,blue,turquoise
9488,ZNF32-AS2,turquoise,turquoise,darkred
9489,LINC00840,grey,grey,steelblue
9490,C10orf142,brown,brown,grey
9491,CXCL12,grey,grey,grey
9492,TMEM72-AS1,midnightblue,midnightblue,lightyellow
9493,RASSF4,blue,blue,turquoise
9494,C10orf10,royalblue,royalblue,darkorange
9495,C10orf25,turquoise,turquoise,darkred
9496,ZNF22,turquoise,turquoise,darkred
9497,ALOX5,greenyellow,greenyellow,cyan
9498,MARCH8,brown,brown,sienna3
9499,ZFAND4,green,white,brown
9500,FAM21FP,turquoise,turquoise,grey
9501,FAM21C,red,red,grey
9502,AGAP4,grey,grey,grey
9503,PARGP1,green,white,brown
9504,TIMM23,grey60,grey60,turquoise
9505,NCOA4,floralwhite,floralwhite,plum1
9506,AGAP14P,grey,grey,grey
9507,GPRIN2,blue,blue,turquoise
9508,FAM35BP,grey,grey,grey
9509,RHEBP1,grey,grey,grey
9510,GLUD1P7,grey,grey,grey
9511,BMS1P1,grey,grey,grey
9512,AGAP13P,grey,grey,grey
9513,FRMPD2B,grey,grey,turquoise
9514,PTPN20,grey,grey,grey
9515,GDF10,yellow,black,yellow
9516,ZNF488,black,black,yellow
9517,AGAP9,grey,grey,grey
9518,BMS1P2,grey,grey,brown
9519,GLUD1P8,turquoise,turquoise,grey
9520,CTSLP2,magenta,ivory,grey
9521,RHEBP2,turquoise,turquoise,darkred
9522,AGAP12P,grey,grey,grey
9523,BMS1P7,grey,grey,grey
9524,PTPN20CP,grey,grey,grey
9525,FRMPD2,grey,grey,grey
9526,MAPK8,green,white,brown
9527,ARHGAP22,brown,brown,yellow
9528,ARHGAP22-IT1,yellow,black,yellow
9529,WDFY4,greenyellow,greenyellow,cyan
9530,VSTM4,lightcyan,lightcyan,grey
9531,C10orf128,greenyellow,greenyellow,grey
9532,DRGX,grey,grey,grey
9533,ERCC6,red,red,midnightblue
9534,OGDHL,blue,blue,turquoise
9535,PARG,red,red,salmon
9536,TIMM23B,turquoise,turquoise,darkred
9537,LINC00843,yellow,black,grey
9538,AGAP6,yellow,black,yellow
9539,FAM21EP,turquoise,turquoise,darkred
9540,FAM21A,brown,brown,green
9541,ASAH2,grey,grey,brown
9542,DYNC1I2P1,grey,grey,turquoise
9543,SGMS1,darkred,darkred,grey60
9544,RNU7-107P,grey,grey,grey
9545,SGMS1-AS1,midnightblue,midnightblue,darkred
9546,ASAH2B,grey,grey,darkred
9547,PRKG1,green,white,brown
9548,MIR605,grey,grey,grey
9549,RSU1P3,grey,grey,grey
9550,CSTF2T,grey,grey,turquoise
9551,PRKG1-AS1,lightyellow,lightyellow,brown
9552,DKK1,grey,grey,grey
9553,PCDH15,turquoise,turquoise,grey
9554,RNU6-687P,green,white,grey
9555,ZWINT,turquoise,turquoise,darkred
9556,IPMK,green,white,grey60
9557,TPT1P10,red,red,midnightblue
9558,CISD1,pink,pink,mediumpurple3
9559,UBE2D1,white,white,grey60
9560,TFAM,darkorange,darkorange,grey60
9561,BICC1,darkorange2,darkorange2,lightcyan
9562,FAM133CP,red,red,midnightblue
9563,LINC00844,lightyellow,lightyellow,darkred
9564,PHYHIPL,grey,grey,grey
9565,FAM13C,red,red,brown
9566,SLC16A9,green,white,brown
9567,CCDC6,cyan,cyan,darkgreen
9568,ANK3,saddlebrown,saddlebrown,lightyellow
9569,CDK1,turquoise,turquoise,darkred
9570,RHOBTB1,grey,grey,darkred
9571,RNU2-72P,grey,grey,grey
9572,LINC00845,grey,grey,grey
9573,TMEM26,grey,grey,grey
9574,TMEM26-AS1,brown,brown,sienna3
9575,C10orf107,turquoise,turquoise,darkred
9576,ARID5B,cyan,cyan,darkgreen
9577,RTKN2,green,white,brown
9578,ZNF365,saddlebrown,saddlebrown,sienna3
9579,ADO,tan,grey60,turquoise
9580,EGR2,lightcyan1,lightcyan1,grey
9581,NRBF2,blue,blue,turquoise
9582,JMJD1C,red,red,midnightblue
9583,MIR1296,magenta,ivory,lightyellow
9584,REEP3,skyblue,skyblue,brown
9585,ANXA2P3,turquoise,turquoise,darkred
9586,CTNNA3,darkgrey,darkgrey,darkmagenta
9587,LRRTM3,cyan,cyan,darkgreen
9588,MIR7151,grey,grey,grey
9589,DNAJC12,pink,pink,grey
9590,RN7SL394P,grey,grey,grey
9591,SIRT1,plum2,white,brown
9592,HERC4,salmon,salmon,lightgreen
9593,RN7SL220P,grey,grey,grey
9594,POU5F1P5,grey,grey,royalblue
9595,ATOH7,lightyellow,lightyellow,turquoise
9596,PBLD,midnightblue,midnightblue,darkred
9597,HNRNPH3,mediumpurple3,mediumpurple3,royalblue
9598,RUFY2,red,red,midnightblue
9599,DNA2,paleturquoise,darkred,royalblue
9600,SLC25A16,turquoise,turquoise,darkred
9601,TET1,red,red,midnightblue
9602,COX20P1,turquoise,turquoise,darkred
9603,CCAR1,red,red,salmon
9604,MIR1254-1,greenyellow,greenyellow,grey
9605,STOX1,red,red,brown
9606,RNU6-697P,darkorange,darkorange,brown
9607,DDX50,pink,pink,mediumpurple3
9608,DDX21,darkred,darkred,royalblue
9609,KIF1BP,red,red,grey
9610,MED28P1,turquoise,turquoise,grey
9611,SRGN,royalblue,royalblue,darkorange
9612,VPS26A,plum2,white,lightcyan1
9613,SUPV3L1,grey,grey,grey
9614,HKDC1,grey,grey,darkred
9615,HK1,black,black,yellow
9616,TACR2,grey,grey,grey
9617,TSPAN15,skyblue,skyblue,orangered4
9618,C10orf35,tan,grey60,turquoise
9619,COL13A1,turquoise,turquoise,darkred
9620,H2AFY2,blue,blue,turquoise
9621,AIFM2,brown,brown,yellow
9622,TYSND1,blue,blue,turquoise
9623,SAR1A,turquoise,turquoise,darkred
9624,CALM2P2,red,red,midnightblue
9625,PPA1,pink,pink,mediumpurple3
9626,NPFFR1,turquoise,turquoise,darkred
9627,LRRC20,blue,blue,tan
9628,CEP57L1P1,grey,grey,grey
9629,EIF4EBP2,green,white,brown
9630,PALD1,greenyellow,greenyellow,cyan
9631,ADAMTS14,grey,grey,grey
9632,SGPL1,pink,pink,grey
9633,PCBD1,brown,brown,green
9634,UNC5B,brown,brown,green
9635,SLC29A3,brown,brown,green
9636,CDH23,yellow,black,yellow
9637,C10orf105,grey,grey,yellow
9638,C10orf54,brown,brown,greenyellow
9639,PSAP,blue,blue,turquoise
9640,RNU7-38P,grey,grey,grey
9641,CHST3,royalblue,royalblue,grey
9642,SPOCK2,blue,blue,turquoise
9643,ASCC1,grey,grey,grey
9644,ANAPC16,yellowgreen,yellowgreen,floralwhite
9645,DDIT4,royalblue,royalblue,grey60
9646,DNAJB12,blue,blue,sienna3
9647,MICU1,magenta,ivory,tan
9648,MCU,steelblue,darkgreen,lightgreen
9649,RPL17P50,mediumpurple3,mediumpurple3,royalblue
9650,P4HA1,steelblue,darkgreen,lightgreen
9651,NUDT13,grey,grey,grey
9652,ECD,ivory,ivory,grey
9653,FAM149B1,grey,grey,darkred
9654,DNAJC9,salmon,salmon,lightgreen
9655,EIF4A2P2,turquoise,turquoise,brown
9656,MRPS16,lightyellow,lightyellow,turquoise
9657,CFAP70,paleturquoise,darkred,royalblue
9658,ANXA7,lightyellow,lightyellow,mediumpurple3
9659,MSS51,magenta,ivory,grey
9660,PPP3CB,cyan,cyan,lightyellow
9661,PPP3CB-AS1,midnightblue,midnightblue,grey
9662,USP54,darkgrey,darkgrey,darkmagenta
9663,RNU6-883P,red,red,salmon
9664,MYOZ1,turquoise,turquoise,grey
9665,BMS1P4,turquoise,turquoise,darkred
9666,GLUD1P3,darkorange,darkorange,brown
9667,DUSP8P5,yellow,black,sienna3
9668,SEC24C,black,black,yellow
9669,FUT11,grey,grey,grey
9670,CHCHD1,pink,pink,mediumpurple3
9671,ZSWIM8,yellow,black,sienna3
9672,NDST2,grey,grey,grey
9673,CAMK2G,blue,blue,tan
9674,PLAU,lightcyan,lightcyan,lightcyan
9675,VCL,lightcyan,lightcyan,lightcyan
9676,AP3M1,steelblue,darkgreen,lightgreen
9677,ADK,red,red,midnightblue
9678,RPSAP6,brown,brown,green
9679,MRPL35P3,grey,grey,sienna3
9680,POLR3DP1,grey,grey,grey
9681,KAT6B,grey,grey,grey
9682,SAMD8,green,white,brown
9683,VDAC2,pink,pink,mediumpurple3
9684,COMTD1,blue,blue,white
9685,ZNF503,yellow,black,yellow
9686,ZNF503-AS2,purple,purple,greenyellow
9687,C10orf11,red,red,grey
9688,KCNMA1,saddlebrown,saddlebrown,lightyellow
9689,COX6CP15,grey,grey,grey
9690,DLG5,black,black,yellow
9691,RN7SL284P,grey,grey,grey
9692,DLG5-AS1,grey,grey,grey
9693,POLR3A,black,black,yellow
9694,RPS24,brown4,brown4,thistle1
9695,LINC00856,grey,grey,yellow
9696,ZMIZ1-AS1,yellow,black,yellow
9697,ZMIZ1,black,black,yellow
9698,PPIF,blue,blue,turquoise
9699,ZCCHC24,darkgrey,darkgrey,darkmagenta
9700,EIF5AL1,purple,purple,turquoise
9701,SFTPA2,blue,blue,turquoise
9702,MBL3P,magenta,ivory,turquoise
9703,NUTM2B-AS1,grey,grey,grey
9704,MBL1P,grey,grey,grey
9705,SFTPD,blue,blue,turquoise
9706,SFTPD-AS1,grey,grey,grey
9707,TMEM254-AS1,turquoise,turquoise,darkred
9708,TMEM254,grey,grey,grey
9709,PLAC9,grey,grey,grey
9710,ANXA11,black,black,yellow
9711,EIF5AP4,turquoise,turquoise,brown
9712,DYDC2,turquoise,turquoise,darkred
9713,FAM213A,pink,pink,darkred
9714,TSPAN14,black,black,yellow
9715,NRG3,cyan,cyan,darkgreen
9716,RNU6-441P,grey,grey,grey
9717,GHITM,pink,pink,mediumpurple3
9718,CDHR1,yellow,black,yellow
9719,RGR,grey,grey,grey
9720,CCSER2,violet,violet,violet
9721,TNPO1P1,grey,grey,grey
9722,RPS3AP5,green,white,brown
9723,GRID1,yellow,black,green
9724,RN7SKP238,grey,grey,grey
9725,MIR346,brown,brown,turquoise
9726,WAPL,green,white,brown
9727,OPN4,brown,brown,green
9728,LDB3,darkgrey,darkgrey,darkmagenta
9729,BMPR1A,orange,orange,grey60
9730,RNU1-19P,grey,grey,grey
9731,MMRN2,lightcyan,lightcyan,lightcyan
9732,SNCG,blue,blue,turquoise
9733,ADIRF-AS1,brown,brown,turquoise
9734,ADIRF,tan,grey60,turquoise
9735,RNU6-529P,grey,grey,grey
9736,GLUD1,sienna3,sienna3,darkred
9737,FAM35A,turquoise,turquoise,brown
9738,NUTM2A-AS1,turquoise,turquoise,brown
9739,LINC00863,blue,blue,turquoise
9740,NUTM2D,blue,blue,turquoise
9741,MINPP1,salmon,salmon,grey60
9742,PAPSS2,grey,grey,grey
9743,ATAD1,turquoise,turquoise,darkred
9744,CFL1P1,yellow,black,yellow
9745,KLLN,brown,brown,sienna3
9746,PTEN,green,white,grey60
9747,RNLS,grey,grey,grey
9748,LIPJ,turquoise,turquoise,darkred
9749,STAMBPL1,grey,grey,grey
9750,ACTA2-AS1,yellow,black,yellow
9751,ACTA2,lightcyan,lightcyan,lightcyan
9752,FAS,grey,grey,grey
9753,CH25H,greenyellow,greenyellow,brown
9754,LIPA,skyblue,skyblue,darkred
9755,IFIT2,turquoise,turquoise,darkred
9756,IFIT3,turquoise,turquoise,darkred
9757,IFIT1,darkorange,darkorange,mediumpurple3
9758,IFIT5,turquoise,turquoise,darkred
9759,PANK1,green,white,brown
9760,MIR107,grey,grey,grey
9761,KIF20B,midnightblue,midnightblue,darkred
9762,LINC00865,grey,grey,grey
9763,LINC01374,turquoise,turquoise,darkred
9764,HTR7,orangered4,orangered4,turquoise
9765,RPP30,darkorange,darkorange,darkred
9766,PCGF5,turquoise,turquoise,brown
9767,HECTD2,plum2,white,grey60
9768,PPP1R3C,sienna3,sienna3,paleturquoise
9769,TNKS2-AS1,turquoise,turquoise,brown
9770,TNKS2,violet,violet,violet
9771,SRP9P1,darkmagenta,darkmagenta,ivory
9772,FGFBP3,pink,pink,mediumpurple3
9773,BTAF1,red,red,midnightblue
9774,CPEB3,violet,violet,violet
9775,MARCH5,turquoise,turquoise,brown
9776,RNY3P12,grey,grey,grey
9777,IDE,red,red,brown
9778,KIF11,turquoise,turquoise,darkred
9779,HHEX,greenyellow,greenyellow,cyan
9780,EXOC6,turquoise,turquoise,brown
9781,CYP26C1,blue,blue,turquoise
9782,CYP26A1,orangered4,orangered4,bisque4
9783,MYOF,lightcyan,lightcyan,lightcyan
9784,FFAR4,lightcyan1,lightcyan1,steelblue
9785,RBP4,brown,brown,turquoise
9786,FRA10AC1,turquoise,turquoise,brown
9787,LGI1,green,white,brown
9788,SLC35G1,grey,grey,darkred
9789,PIPSL,grey,grey,grey
9790,PLCE1,lightcyan,lightcyan,lightcyan
9791,HDAC1P1,lightcyan,lightcyan,grey
9792,NOC3L,turquoise,turquoise,darkred
9793,TBC1D12,green,white,darkred
9794,HELLS,paleturquoise,darkred,royalblue
9795,CYP2C8,grey,grey,grey
9796,PDLIM1,lightcyan,lightcyan,lightcyan
9797,SORBS1,cyan,cyan,darkgreen
9798,ALDH18A1,brown,brown,sienna3
9799,TCTN3,grey,grey,darkred
9800,ENTPD1,greenyellow,greenyellow,cyan
9801,ENTPD1-AS1,red,red,darkred
9802,CC2D2B,midnightblue,midnightblue,darkred
9803,CCNJ,turquoise,turquoise,darkred
9804,MIR3157,turquoise,turquoise,darkred
9805,ZNF518A,red,red,brown
9806,NPM1P25,darkorange,darkorange,mediumpurple3
9807,BLNK,greenyellow,greenyellow,cyan
9808,OPALIN,skyblue,skyblue,orangered4
9809,TLL2,lightyellow,lightyellow,darkred
9810,TM9SF3,turquoise,turquoise,brown
9811,PIK3AP1,greenyellow,greenyellow,cyan
9812,RPL13AP5,blue,blue,turquoise
9813,LCOR,white,white,lightcyan1
9814,SLIT1,black,black,yellow
9815,ARHGAP19-SLIT1,black,black,yellow
9816,ARHGAP19,turquoise,turquoise,brown
9817,FRAT1,grey60,grey60,turquoise
9818,FRAT2,purple,purple,greenyellow
9819,RRP12,yellow,black,yellow
9820,PGAM1,grey,grey,grey
9821,EXOSC1,blue,blue,turquoise
9822,ZDHHC16,blue,blue,turquoise
9823,MMS19,brown,brown,sienna3
9824,UBTD1,blue,blue,turquoise
9825,ANKRD2,brown,brown,green
9826,HOGA1,grey,grey,turquoise
9827,MORN4,brown,brown,green
9828,PI4K2A,ivory,ivory,tan
9829,AVPI1,blue,blue,turquoise
9830,MARVELD1,brown,brown,green
9831,ZFYVE27,blue,blue,turquoise
9832,SFRP5,yellow,black,grey
9833,GOLGA7B,purple,purple,green
9834,CRTAC1,blue,blue,turquoise
9835,R3HCC1L,paleturquoise,darkred,royalblue
9836,LOXL4,grey,grey,grey
9837,PYROXD2,darkgreen,darkgreen,sienna3
9838,HPS1,blue,blue,sienna3
9839,HPSE2,turquoise,turquoise,darkred
9840,ARL5AP2,green,white,brown
9841,CNNM1,black,black,yellow
9842,GOT1,tan,grey60,turquoise
9843,SLC25A28,brown,brown,sienna3
9844,ENTPD7,yellow,black,lightyellow
9845,EBAG9P1,red,red,grey
9846,CUTC,turquoise,turquoise,darkred
9847,COX15,green,white,grey
9848,DNMBP,cyan,cyan,darkgreen
9849,ERLIN1,grey,grey,yellow
9850,CHUK,turquoise,turquoise,darkred
9851,CWF19L1,turquoise,turquoise,darkred
9852,SNORA12,darkolivegreen,darkolivegreen,mediumpurple3
9853,BLOC1S2,pink,pink,mediumpurple3
9854,PKD2L1,grey,grey,grey
9855,SCD,skyblue,skyblue,orangered4
9856,OLMALINC,brown,brown,sienna3
9857,SEC31B,cyan,cyan,yellow
9858,NDUFB8,lightyellow,lightyellow,mediumpurple3
9859,HIF1AN,brown,brown,yellow
9860,SLF2,paleturquoise,darkred,royalblue
9861,MRPL43,blue,blue,turquoise
9862,SEMA4G,magenta,ivory,green
9863,C10orf2,brown,brown,sienna3
9864,LZTS2,blue,blue,turquoise
9865,PDZD7,blue,blue,turquoise
9866,SFXN3,blue,blue,sienna3
9867,KAZALD1,blue,blue,turquoise
9868,BTRC,magenta,ivory,sienna3
9869,DPCD,grey60,grey60,turquoise
9870,POLL,blue,blue,turquoise
9871,FBXW4,brown,brown,sienna3
9872,NPM3,grey60,grey60,turquoise
9873,MGEA5,green,white,brown
9874,KCNIP2-AS1,brown,brown,yellow
9875,KCNIP2,blue,blue,turquoise
9876,C10orf76,cyan,cyan,sienna3
9877,HPS6,blue,blue,turquoise
9878,LDB1,blue,blue,tan
9879,PPRC1,black,black,yellow
9880,NOLC1,grey,grey,grey
9881,ELOVL3,blue,blue,turquoise
9882,GBF1,black,black,yellow
9883,NFKB2,darkgreen,darkgreen,skyblue3
9884,PSD,blue,blue,green
9885,FBXL15,blue,blue,white
9886,CUEDC2,blue,blue,turquoise
9887,RPARP-AS1,blue,blue,turquoise
9888,MFSD13A,blue,blue,tan
9889,ACTR1A,blue,blue,turquoise
9890,SUFU,black,black,yellow
9891,RNU6-43P,grey,grey,grey
9892,TRIM8,yellow,black,yellow
9893,ARL3,tan,grey60,turquoise
9894,SFXN2,magenta,ivory,sienna3
9895,WBP1L,magenta,ivory,tan
9896,RNU6-1231P,grey,grey,grey
9897,CYP17A1-AS1,grey,grey,midnightblue
9898,PTGES3P4,grey,grey,grey
9899,BORCS7,turquoise,turquoise,darkred
9900,CNNM2,black,black,yellow
9901,NT5C2,salmon,salmon,lightgreen
9902,INA,saddlebrown,saddlebrown,sienna3
9903,PCGF6,turquoise,turquoise,darkred
9904,RNU11-3P,grey,grey,grey
9905,TAF5,salmon,salmon,lightgreen
9906,USMG5,lightyellow,lightyellow,mediumpurple3
9907,PDCD11,brown,brown,yellow
9908,CALHM2,purple,purple,green
9909,CALHM1,blue,blue,turquoise
9910,NEURL1,brown,brown,green
9911,SH3PXD2A,black,black,yellow
9912,OBFC1,grey,grey,turquoise
9913,SLK,red,red,salmon
9914,SFR1,turquoise,turquoise,darkred
9915,CFAP43,darkred,darkred,royalblue
9916,GSTO1,pink,pink,mediumpurple3
9917,MIR4482,grey,grey,yellow
9918,GSTO2,yellow,black,green
9919,ITPRIP,royalblue,royalblue,darkorange
9920,CFAP58-AS1,pink,pink,mediumpurple3
9921,CFAP58,turquoise,turquoise,darkred
9922,SORCS3,yellow,black,lightyellow
9923,YWHAZP5,red,red,brown
9924,SORCS1,yellow,black,yellow
9925,LINC01435,grey,grey,grey
9926,XPNPEP1,tan,grey60,plum1
9927,ADD3-AS1,turquoise,turquoise,grey
9928,ADD3,red,red,paleturquoise
9929,MXI1,red,red,midnightblue
9930,SMNDC1,mediumpurple3,mediumpurple3,royalblue
9931,DUSP5,cyan,cyan,lightcyan
9932,SMC3,red,red,salmon
9933,RBM20,orangered4,orangered4,bisque4
9934,PDCD4,red,red,brown
9935,BBIP1,turquoise,turquoise,darkred
9936,SHOC2,violet,violet,violet
9937,MIR548E,grey,grey,grey
9938,ADRA2A,yellow,black,green
9939,GPAM,sienna3,sienna3,paleturquoise
9940,ACSL5,royalblue,royalblue,darkorange
9941,ZDHHC6,salmon,salmon,grey60
9942,VTI1A,cyan,cyan,yellow
9943,MIR4295,lightcyan1,lightcyan1,grey
9944,TCF7L2,cyan,cyan,darkgreen
9945,HABP2,yellow,black,sienna3
9946,CASP7,steelblue,darkgreen,lightgreen
9947,DCLRE1A,turquoise,turquoise,darkred
9948,NHLRC2,plum2,white,brown
9949,ADRB1,grey,grey,grey60
9950,CCDC186,red,red,salmon
9951,TDRD1,grey,grey,grey
9952,VWA2,blue,blue,turquoise
9953,AFAP1L2,brown,brown,grey
9954,ABLIM1,grey,grey,grey
9955,PPIAP19,grey,grey,grey
9956,FAM160B1,white,white,brown
9957,TRUB1,turquoise,turquoise,darkred
9958,ATRNL1,grey,grey,mediumpurple3
9959,GFRA1,orangered4,orangered4,bisque4
9960,C10orf82,grey,grey,grey
9961,HSPA12A,magenta,ivory,lightyellow
9962,ENO4,midnightblue,midnightblue,darkred
9963,SHTN1,darkgrey,darkgrey,darkmagenta
9964,VAX1,yellow,black,yellow
9965,PDZD8,turquoise,turquoise,brown
9966,EMX2OS,grey,grey,greenyellow
9967,EMX2,turquoise,turquoise,brown
9968,RAB11FIP2,turquoise,turquoise,brown
9969,CASC2,turquoise,turquoise,brown
9970,FAM204A,turquoise,turquoise,darkred
9971,PRLHR,darkturquoise,darkturquoise,darkred
9972,CACUL1,orange,orange,grey60
9973,NANOS1,steelblue,darkgreen,grey
9974,EIF3A,red,red,salmon
9975,SNORA19,yellow,black,yellow
9976,FAM45A,turquoise,turquoise,darkred
9977,SFXN4,purple,purple,greenyellow
9978,PRDX3,pink,pink,mediumpurple3
9979,GRK5,brown,brown,green
9980,GRK5-IT1,green,white,brown
9981,RN7SL749P,grey,grey,grey
9982,RGS10,greenyellow,greenyellow,cyan
9983,TIAL1,violet,violet,violet
9984,RAD1P1,blue,blue,sienna3
9985,BAG3,darkgreen,darkgreen,skyblue3
9986,INPP5F,grey,grey,grey
9987,RN7SL846P,grey,grey,grey
9988,MCMBP,green,white,brown
9989,SEC23IP,turquoise,turquoise,darkred
9990,PLPP4,yellow,black,yellow
9991,LINC01561,yellow,black,yellow
9992,WDR11-AS1,grey,grey,violet
9993,WDR11,turquoise,turquoise,darkred
9994,FGFR2,skyblue,skyblue,orangered4
9995,ATE1,turquoise,turquoise,darkred
9996,ATE1-AS1,grey,grey,grey
9997,NSMCE4A,turquoise,turquoise,darkred
9998,TACC2,black,black,yellow
9999,BTBD16,grey,grey,grey
10000,PLEKHA1,green,white,brown
10001,MIR3941,green,white,brown
10002,HTRA1,sienna3,sienna3,darkred
10003,CUZD1,mediumpurple3,mediumpurple3,grey
10004,FAM24B,grey,grey,grey
10005,C10orf88,green,white,brown
10006,PSTK,darkred,darkred,grey60
10007,IKZF5,violet,violet,lightcyan1
10008,ACADSB,turquoise,turquoise,darkred
10009,BUB3,turquoise,turquoise,darkred
10010,GPR26,darkturquoise,darkturquoise,steelblue
10011,CPXM2,yellow,black,lightyellow
10012,CHST15,black,black,yellow
10013,OAT,pink,pink,mediumpurple3
10014,NKX1-2,grey,grey,grey
10015,LHPP,magenta,ivory,sienna3
10016,FAM53B,purple,purple,turquoise
10017,FAM53B-AS1,grey,grey,turquoise
10018,METTL10,turquoise,turquoise,brown
10019,FAM175B,green,white,brown
10020,ZRANB1,turquoise,turquoise,darkred
10021,CTBP2,darkgreen,darkgreen,yellow
10022,MIR4296,grey,grey,grey
10023,EDRF1,paleturquoise,darkred,royalblue
10024,UROS,lightyellow,lightyellow,plum1
10025,BCCIP,steelblue,darkgreen,lightgreen
10026,DHX32,turquoise,turquoise,plum1
10027,RNU2-42P,paleturquoise,darkred,royalblue
10028,FANK1,grey,grey,green
10029,ADAM12,lightcyan,lightcyan,lightcyan
10030,LINC00601,darkgrey,darkgrey,darkmagenta
10031,C10orf90,darkgrey,darkgrey,darkmagenta
10032,DOCK1,darkgrey,darkgrey,darkmagenta
10033,FAM196A,grey,grey,grey
10034,CLRN3,red,red,brown
10035,PTPRE,saddlebrown,saddlebrown,yellow
10036,MGMT,yellow,black,yellow
