Order,Symbol,dynamicColors_GS5_prot,mergedColors,consensus_GS5
8882,MIR6081,grey,grey,grey
8883,MIR23B,lightcyan,lightcyan,purple
8884,MIR27B,sienna3,sienna3,purple
8885,FANCC,grey,grey,grey
8886,PTCH1,thistle1,thistle1,salmon4
8887,LINC00476,lightyellow,brown4,grey
8888,ERCC6L2,lightyellow,brown4,blue
8889,RNA5SP289,grey,grey,grey
8890,LINC00092,blue,blue,ivory
8891,EIF4BP3,green,brown4,blue
8892,HSD17B3,skyblue,skyblue,darkmagenta
8893,RNU6-1160P,grey,grey,grey
8894,SLC35D2,skyblue,skyblue,brown
8895,ZNF367,salmon,salmon,tan
8896,HABP4,salmon4,salmon4,darkorange2
8897,CDC14B,red,darkgrey,lightcyan
8898,AAED1,turquoise,turquoise,brown
8899,ZNF510,salmon,salmon,tan
8900,ZNF782,skyblue3,saddlebrown,greenyellow
8901,MFSD14C,grey,grey,grey
8902,CTSV,grey,grey,grey
8903,GAS2L1P2,grey,grey,grey
8904,VN1R51P,grey,grey,grey
8905,ANKRD18CP,grey,grey,blue
8906,RNU6-798P,grey,grey,grey
8907,ZNF322P1,grey,grey,grey
8908,CCDC180,cyan,brown,pink
8909,TDRD7,turquoise,turquoise,brown
8910,TMOD1,grey,grey,pink
8911,TSTD2,grey,grey,pink
8912,NCBP1,paleturquoise,darkolivegreen,darkred
8913,XPA,turquoise,turquoise,brown
8914,TRMO,bisque4,bisque4,royalblue
8915,ANP32B,skyblue3,saddlebrown,greenyellow
8916,NANS,blue,blue,green
8917,TRIM14,brown,brown,plum2
8918,CORO2A,blue,blue,ivory
8919,TBC1D2,plum2,plum2,plum2
8920,GABBR2,cyan,brown,pink
8921,SEPT7P7,grey,grey,grey
8922,ANKS6,brown,brown,plum2
8923,GALNT12,turquoise,turquoise,grey
8924,COL15A1,grey60,grey60,grey60
8925,TGFBR1,magenta,magenta,cyan
8926,ALG2,lightgreen,lightgreen,grey
8927,SEC61B,lightcyan,lightcyan,midnightblue
8928,NAMA,cyan,brown,pink
8929,NR4A3,thistle2,thistle2,darkgrey
8930,STX17-AS1,brown,brown,grey
8931,STX17,darkorange,darkorange,royalblue
8932,ERP44,lightgreen,lightgreen,greenyellow
8933,UPF3AP3,grey,grey,grey
8934,INVS,cyan,brown,grey
8935,RN7SL75P,grey,grey,grey
8936,NANOGP5,pink,pink,grey
8937,TEX10,green,brown4,blue
8938,MSANTD3,turquoise,turquoise,blue
8939,TMEFF1,lightcyan1,lightcyan1,green
8940,MURC,salmon,salmon,tan
8941,PLPPR1,orange,orange,violet
8942,BAAT,grey,grey,blue
8943,FYTTD1P1,lightyellow,brown4,blue
8944,MRPL50,darkgrey,darkgrey,lightcyan
8945,ZNF189,grey,grey,greenyellow
8946,TMEM246-AS1,blue,blue,grey
8947,TMEM246,ivory,ivory,pink
8948,RNF20,salmon,salmon,brown
8949,GRIN3A,orangered4,orangered4,magenta
8950,PPP3R2,grey,grey,plum2
8951,SMC2,green,brown4,blue
8952,OR13C5,grey,grey,grey
8953,OR13C2,grey,grey,grey
8954,OR13C1P,grey,grey,grey
8955,NIPSNAP3A,tan,tan,brown
8956,NIPSNAP3B,turquoise,turquoise,brown
8957,ABCA1,grey,grey,blue
8958,SLC44A1,orange,orange,violet
8959,FSD1L,red,darkgrey,lightcyan
8960,RALGAPA1P1,grey,grey,grey
8961,FKTN,darkorange,darkorange,royalblue
8962,TMEM38B,yellowgreen,darkgrey,blue
8963,ZNF462,midnightblue,midnightblue,pink
8964,RAD23B,turquoise,turquoise,brown
8965,KLF4,darkred,darkred,darkturquoise
8966,IKBKAP,darkolivegreen,darkolivegreen,darkred
8967,FAM206A,green,brown4,greenyellow
8968,CTNNAL1,lightgreen,lightgreen,greenyellow
8969,TMEM245,grey,grey,grey
8970,MIR32,grey,grey,grey
8971,FRRS1L,red,darkgrey,lightcyan
8972,EPB41L4B,steelblue,ivory,pink
8973,RNU6-984P,grey,grey,grey
8974,PTPN3,pink,pink,magenta
8975,PALM2,grey,grey,grey
8976,TXN,tan,tan,midnightblue
8977,SVEP1,white,darkorange,grey
8978,LPAR1,skyblue,skyblue,darkmagenta
8979,KIAA0368,pink,pink,grey
8980,RNA5SP294,grey,grey,grey
8981,ZNF483,salmon,salmon,blue
8982,PTGR1,mediumpurple3,darkolivegreen,darkred
8983,LRRC37A5P,yellow,black,plum2
8984,DNAJC25,green,brown4,blue
8985,GNG10,lightcyan,lightcyan,midnightblue
8986,UGCG,floralwhite,darkgrey,darkorange
8987,MIR4668,turquoise,turquoise,brown
8988,SUSD1,pink,pink,green
8989,PTBP3,darkred,darkred,lightcyan
8990,RN7SL57P,green,brown4,blue
8991,RN7SL430P,turquoise,turquoise,brown
8992,HSPE1P28,grey,grey,grey
8993,HSDL2,turquoise,turquoise,brown
8994,C9orf147,salmon,salmon,greenyellow
8995,KIAA1958,darkgreen,darkgreen,sienna3
8996,INIP,bisque4,bisque4,brown
8997,SNX30,green,brown4,blue
8998,MUPP,grey,grey,grey
8999,ZNF883,green,brown4,blue
9000,ZFP37,turquoise,turquoise,brown
9001,SLC31A2,orange,orange,violet
9002,FKBP15,brown,brown,plum2
9003,SLC31A1,turquoise,turquoise,brown
9004,CDC26,tan,tan,purple
9005,PRPF4,tan,tan,grey
9006,WDR31,white,darkorange,grey
9007,BSPRY,grey,grey,grey
9008,HDHD3,blue,blue,salmon
9009,ALAD,blue,blue,green
9010,POLE3,lightcyan,lightcyan,brown
9011,C9orf43,brown,brown,plum2
9012,RGS3,purple,purple,salmon
9013,ZNF618,midnightblue,midnightblue,darkred
9014,KIF12,yellow,black,green
9015,COL27A1,yellow,black,plum2
9016,AKNA,brown,brown,plum2
9017,WHRN,plum2,plum2,darkslateblue
9018,ATP6V1G1,darkorange2,darkorange2,mediumpurple3
9019,C9orf91,ivory,ivory,pink
9020,TNC,skyblue,skyblue,darkmagenta
9021,PAPPA-AS1,darkturquoise,darkturquoise,darkgrey
9022,ASTN2,brown,brown,magenta
9023,TRIM32,brown,brown,plum2
9024,RPL10P3,blue,blue,green
9025,SNORA70C,grey,grey,grey
9026,TLR4,red,darkgrey,lightcyan
9027,TPT1P9,plum1,plum1,greenyellow
9028,BRINP1,pink,pink,green
9029,CDK5RAP2,darkgreen,darkgreen,grey
9030,MEGF9,darkturquoise,darkturquoise,darkgrey
9031,FBXW2,green,brown4,blue
9032,PSMD5,turquoise,turquoise,brown
9033,PSMD5-AS1,turquoise,turquoise,brown
9034,PHF19,yellow,black,plum2
9035,TRAF1,yellow,black,plum2
9036,C5,green,brown4,blue
9037,CNTRL,skyblue3,saddlebrown,greenyellow
9038,RAB14,darkturquoise,darkturquoise,darkgrey
9039,RN7SL181P,turquoise,turquoise,grey
9040,GSN,blue,blue,grey
9041,STOM,red,darkgrey,lightcyan
9042,GGTA1P,turquoise,turquoise,brown
9043,DAB2IP,brown,brown,plum2
9044,TTLL11,brown,brown,plum2
9045,TTLL11-IT1,cyan,brown,pink
9046,NDUFA8,greenyellow,blue,salmon
9047,MORN5,purple,purple,salmon
9048,LHX6,yellow,black,plum2
9049,RBM18,darkgrey,darkgrey,lightcyan
9050,MRRF,white,darkorange,royalblue
9051,PTGS1,magenta,magenta,cyan
9052,OR1H1P,grey,grey,green
9053,PDCL,turquoise,turquoise,brown
9054,RC3H2,brown4,brown4,blue
9055,SNORD90,grey,grey,grey
9056,ZBTB6,red,darkgrey,lightcyan
9057,ZBTB26,darkturquoise,darkturquoise,sienna3
9058,RABGAP1,blue,blue,grey
9059,GPR21,turquoise,turquoise,brown
9060,MIR600HG,yellow,black,magenta
9061,STRBP,grey,grey,grey
9062,CRB2,yellow,black,plum2
9063,DENND1A,brown,brown,plum2
9064,MIR601,yellow,black,plum2
9065,LHX2,brown,brown,plum2
9066,NEK6,pink,pink,plum2
9067,PSMB7,greenyellow,blue,midnightblue
9068,NR6A1,midnightblue,midnightblue,plum2
9069,MIR181A2HG,grey,grey,grey
9070,OLFML2A,grey60,grey60,grey60
9071,RPL35,blue,blue,midnightblue
9072,ARPC5L,lightcyan,lightcyan,purple
9073,GOLGA1,white,darkorange,blue
9074,RNU4-82P,grey,grey,grey
9075,SCAI,red,darkgrey,blue
9076,FXNP2,royalblue,royalblue,grey
9077,PPP6C,turquoise,turquoise,brown
9078,RABEPK,greenyellow,blue,midnightblue
9079,HSPA5,darkolivegreen,darkolivegreen,sienna3
9080,GAPVD1,grey,grey,greenyellow
9081,MAPKAP1,black,black,green
9082,RN7SL30P,grey,grey,grey
9083,PBX3,grey,grey,grey
9084,MVB12B,yellow,black,plum2
9085,ZBTB43,grey,grey,blue
9086,ZBTB34,grey,grey,lightcyan
9087,RALGPS1,steelblue,ivory,steelblue
9088,ANGPTL2,brown,brown,plum2
9089,GARNL3,grey,grey,magenta
9090,SLC2A8,blue,blue,green
9091,ZNF79,purple,purple,plum2
9092,RPL12,grey,grey,grey
9093,SNORA65,brown,brown,pink
9094,LRSAM1,brown,brown,plum2
9095,FAM129B,yellow,black,plum2
9096,STXBP1,cyan,brown,pink
9097,PTRH1,blue,blue,green
9098,TOR2A,black,black,plum2
9099,SH2D3C,brown,brown,plum2
9100,CDK9,black,black,plum2
9101,FPGS,blue,blue,ivory
9102,ENG,darkmagenta,darkmagenta,plum2
9103,AK1,purple,purple,salmon
9104,ST6GALNAC6,blue,blue,green
9105,ST6GALNAC4,purple,purple,salmon
9106,PIP5KL1,yellow,black,plum2
9107,DPM2,blue,blue,green
9108,FAM102A,pink,pink,magenta
9109,NAIF1,blue,blue,grey
9110,SLC25A25,blue,blue,green
9111,SLC25A25-AS1,darkolivegreen,darkolivegreen,darkred
9112,PTGES2,blue,blue,green
9113,PTGES2-AS1,blue,blue,green
9114,C9orf16,blue,blue,green
9115,CIZ1,cyan,brown,pink
9116,DNM1,cyan,brown,pink
9117,GOLGA2,yellow,black,plum2
9118,SWI5,purple,purple,salmon
9119,TRUB2,blue,blue,green
9120,COQ4,blue,blue,ivory
9121,SLC27A4,pink,pink,magenta
9122,TMSB4XP4,grey,grey,grey
9123,URM1,blue,blue,green
9124,MIR219A2,orange,orange,midnightblue
9125,MIR219B,yellow,black,plum2
9126,CERCAM,skyblue,skyblue,darkmagenta
9127,ODF2,grey,grey,plum2
9128,GLE1,blue,blue,green
9129,SPTAN1,cyan,brown,pink
9130,WDR34,purple,purple,plum2
9131,SET,tan,tan,brown
9132,PKN3,yellow,black,plum2
9133,ZDHHC12,blue,blue,green
9134,ZER1,brown,brown,plum2
9135,TBC1D13,pink,pink,magenta
9136,ENDOG,greenyellow,blue,paleturquoise
9137,C9orf114,black,black,plum2
9138,KYAT1,purple,purple,plum2
9139,LRRC8A,pink,pink,plum2
9140,PHYHD1,turquoise,turquoise,brown
9141,DOLK,blue,blue,ivory
9142,NUP188,brown,brown,plum2
9143,SH3GLB2,blue,blue,green
9144,FAM73B,blue,blue,green
9145,DOLPP1,blue,blue,green
9146,CRAT,yellow,black,plum2
9147,PTPA,blue,blue,green
9148,IER5L,brown,brown,plum2
9149,C9orf106,blue,blue,green
9150,LINC01503,yellow,black,plum2
9151,LINC00963,yellow,black,plum2
9152,NTMT1,greenyellow,blue,midnightblue
9153,C9orf50,blue,blue,grey
9154,ASB6,black,black,plum2
9155,PTGES,pink,pink,plum2
9156,TOR1B,yellow,black,plum2
9157,TOR1A,blue,blue,ivory
9158,C9orf78,salmon4,salmon4,darkorange2
9159,USP20,yellow,black,plum2
9160,FNBP1,skyblue,skyblue,darkmagenta
9161,GPR107,ivory,ivory,magenta
9162,NCS1,black,black,green
9163,ASS1,blue,blue,green
9164,FUBP3,darkorange,darkorange,royalblue
9165,EXOSC2,grey,grey,grey
9166,ABL1,brown,brown,plum2
9167,FIBCD1,yellow,black,plum2
9168,LAMC3,brown,brown,plum2
9169,AIF1L,orange,orange,midnightblue
9170,NUP214,cyan,brown,pink
9171,FAM78A,yellow,black,plum2
9172,PLPP7,black,black,plum2
9173,PRRC2B,cyan,brown,pink
9174,SNORD62A,grey,grey,grey
9175,SNORD62B,yellow,black,plum2
9176,POMT1,yellow,black,plum2
9177,UCK1,blue,blue,green
9178,RAPGEF1,brown,brown,plum2
9179,RN7SL328P,brown,brown,plum2
9180,MED27,pink,pink,magenta
9181,NTNG2,black,black,green
9182,SETX,green,brown4,blue
9183,TTF1,salmon,salmon,tan
9184,DDX31,brown,brown,grey
9185,GTF3C4,darkturquoise,darkturquoise,grey
9186,AK8,blue,blue,ivory
9187,SPACA9,pink,pink,plum2
9188,TSC1,midnightblue,midnightblue,pink
9189,EEF1A1P5,plum1,plum1,lightcyan1
9190,GTF3C5,black,black,plum2
9191,CEL,darkolivegreen,darkolivegreen,darkred
9192,RALGDS,brown,brown,plum2
9193,GBGT1,blue,blue,plum2
9194,ABO,cyan,brown,pink
9195,SURF6,yellow,black,darkorange2
9196,MED22,blue,blue,green
9197,RPL7A,blue,blue,salmon
9198,SURF1,blue,blue,green
9199,SURF2,lightcyan1,lightcyan1,paleturquoise
9200,SURF4,blue,blue,plum2
9201,STKLD1,blue,blue,green
9202,REXO4,yellow,black,plum2
9203,ADAMTS13,black,black,plum2
9204,CACFD1,purple,purple,plum2
9205,SLC2A6,black,black,green
9206,ADAMTSL2,black,black,plum2
9207,FAM163B,black,black,green
9208,DBH,yellow,black,plum2
9209,DBH-AS1,black,black,plum2
9210,SARDH,blue,blue,green
9211,VAV2,black,black,plum2
9212,LINC00094,pink,pink,magenta
9213,BRD3,midnightblue,midnightblue,pink
9214,WDR5,yellow,black,plum2
9215,RNU6ATAC,sienna3,sienna3,lightsteelblue1
9216,RXRA,black,black,plum2
9217,COL5A1,yellow,black,green
9218,OLFM1,blue,blue,green
9219,PPP1R26-AS1,darkolivegreen,darkolivegreen,darkred
9220,PPP1R26,black,black,green
9221,C9orf116,purple,purple,salmon
9222,MRPS2,black,black,green
9223,SOHLH1,black,black,plum2
9224,KCNT1,brown,brown,plum2
9225,CAMSAP1,brown,brown,plum2
9226,UBAC1,black,black,plum2
9227,NACC2,yellow,black,plum2
9228,C9orf69,blue,blue,green
9229,QSOX2,yellow,black,plum2
9230,GPSM1,black,black,plum2
9231,DNLZ,yellow,black,plum2
9232,CARD9,yellow,black,plum2
9233,SNAPC4,brown,brown,plum2
9234,SDCCAG3,black,black,green
9235,PMPCA,purple,purple,plum2
9236,INPP5E,lightsteelblue1,black,plum2
9237,SEC16A,cyan,brown,pink
9238,C9orf163,blue,blue,green
9239,NOTCH1,plum2,plum2,plum2
9240,EGFL7,lightcyan1,lightcyan1,paleturquoise
9241,MIR126,tan,tan,purple
9242,AGPAT2,blue,blue,green
9243,FAM69B,blue,blue,green
9244,SNHG7,purple,purple,salmon
9245,LCN15,purple,purple,plum2
9246,TMEM141,greenyellow,blue,midnightblue
9247,CCDC183,brown,brown,plum2
9248,CCDC183-AS1,black,black,plum2
9249,RABL6,black,black,plum2
9250,MIR4292,yellow,black,plum2
9251,C9orf172,brown,brown,plum2
9252,PHPT1,blue,blue,green
9253,MAMDC4,lightsteelblue1,black,plum2
9254,EDF1,greenyellow,blue,paleturquoise
9255,TRAF2,paleturquoise,darkolivegreen,darkred
9256,FBXW5,black,black,green
9257,C8G,purple,purple,grey
9258,LCN12,blue,blue,green
9259,PTGDS,grey60,grey60,grey60
9260,LCNL1,grey,grey,grey
9261,C9orf142,purple,purple,salmon
9262,ABCA2,brown,brown,plum2
9263,NPDC1,navajowhite2,lightcyan1,plum2
9264,ENTPD2,blue,blue,green
9265,SAPCD2,blue,blue,green
9266,UAP1L1,yellow,black,green
9267,MAN1B1-AS1,blue,blue,green
9268,MAN1B1,pink,pink,magenta
9269,DPP7,blue,blue,green
9270,GRIN1,cyan,brown,pink
9271,ANAPC2,black,black,green
9272,SSNA1,blue,blue,green
9273,TPRN,blue,blue,green
9274,TMEM203,greenyellow,blue,green
9275,NDOR1,yellow,black,plum2
9276,RNF208,brown,brown,plum2
9277,CYSRT1,yellow,black,green
9278,TUBB4B,blue,blue,green
9279,C9orf173-AS1,blue,blue,green
9280,NELFB,black,black,green
9281,TOR4A,magenta,magenta,cyan
9282,NRARP,grey,grey,grey
9283,EXD3,yellow,black,green
9284,NOXA1,blue,blue,ivory
9285,NSMF,black,black,green
9286,PNPLA7,brown,brown,plum2
9287,MRPL41,black,black,green
9288,DPH7,blue,blue,green
9289,ZMYND19,purple,purple,plum2
9290,ARRDC1,blue,blue,green
9291,ARRDC1-AS1,blue,blue,green
9292,EHMT1,plum2,plum2,darkslateblue
9293,CACNA1B,brown,brown,plum2
9294,TUBBP5,grey,grey,plum2
9295,FAM157B,grey,grey,grey
9296,ZMYND11,lightyellow,brown4,blue
9297,DIP2C,cyan,brown,pink
9298,RNA5SP298,green,brown4,blue
9299,RN7SL754P,grey,grey,grey
9300,MIR5699,grey,grey,plum2
9301,LARP4B,steelblue,ivory,steelblue
9302,GTPBP4,salmon,salmon,brown
9303,IDI2-AS1,yellow,black,plum2
9304,IDI1,turquoise,turquoise,brown
9305,WDR37,ivory,ivory,steelblue
9306,ADARB2,brown,brown,plum2
9307,PFKP,brown,brown,plum2
9308,PITRM1,pink,pink,green
9309,KLF6,darkred,darkred,darkturquoise
9310,AKR1E2,brown,brown,plum2
9311,AKR1C1,grey60,grey60,grey60
9312,AKR1C2,grey,grey,grey
9313,AKR1C3,darkgrey,darkgrey,grey
9314,NET1,darkmagenta,darkmagenta,blue
9315,CALML3-AS1,yellow,black,plum2
9316,ASB13,greenyellow,blue,ivory
9317,FAM208B,skyblue3,saddlebrown,greenyellow
9318,GDI2,bisque4,bisque4,floralwhite
9319,ANKRD16,brown,brown,plum2
9320,FBXO18,brown,brown,plum2
9321,IL15RA,yellow,black,plum2
9322,RBM17,green,brown4,blue
9323,PFKFB3,thistle2,thistle2,grey
9324,RN7SKP78,yellow,black,plum2
9325,PRKCQ,orangered4,orangered4,green
9326,PRKCQ-AS1,lightcyan,lightcyan,brown
9327,LINC00706,blue,blue,grey
9328,SFMBT2,magenta,magenta,cyan
9329,COX6CP17,grey,grey,greenyellow
9330,ITIH5,darkmagenta,darkmagenta,grey60
9331,ITIH2,grey60,grey60,grey60
9332,KIN,green,brown4,blue
9333,ATP5C1,lightcyan,lightcyan,floralwhite
9334,TAF3,midnightblue,midnightblue,pink
9335,SFTA1P,grey,grey,grey
9336,CELF2,steelblue,ivory,pink
9337,USP6NL,green,brown4,blue
9338,ECHDC3,brown,brown,plum2
9339,UPF2,skyblue3,saddlebrown,greenyellow
9340,DHTKD1,blue,blue,brown
9341,SEC61A2,steelblue,ivory,grey
9342,NUDT5,lightgreen,lightgreen,darkred
9343,CDC123,lightcyan,lightcyan,floralwhite
9344,CAMK1D,ivory,ivory,pink
9345,RNU6ATAC39P,brown,brown,grey
9346,MIR4480,lightyellow,brown4,grey
9347,CCDC3,brown,brown,plum2
9348,RNA5SP300,midnightblue,midnightblue,pink
9349,RPL5P25,midnightblue,midnightblue,pink
9350,OPTN,salmon,salmon,tan
9351,RNU6-6P,grey,grey,grey
9352,PHYH,turquoise,turquoise,brown
9353,SEPHS1,blue,blue,ivory
9354,BEND7,grey,grey,grey
9355,PRPF18,salmon,salmon,tan
9356,FRMD4A,cyan,brown,pink
9357,FAM107B,orange,orange,violet
9358,CDNF,grey,grey,grey
9359,HSPA14,turquoise,turquoise,brown
9360,SUV39H2,saddlebrown,saddlebrown,greenyellow
9361,DCLRE1C,turquoise,turquoise,brown
9362,MEIG1,grey,grey,grey
9363,DCLRE1CP1,turquoise,turquoise,brown
9364,ACBD7,violet,violet,yellowgreen
9365,C10orf111,yellow,black,grey
9366,RPP38,turquoise,turquoise,brown
9367,NMT2,grey,grey,grey
9368,PPIAP30,cyan,brown,pink
9369,FAM171A1,brown,brown,plum2
9370,ITGA8,grey60,grey60,grey60
9371,FAM188A,lightcyan,lightcyan,brown
9372,PTER,saddlebrown,saddlebrown,greenyellow
9373,C1QL3,thistle2,thistle2,grey
9374,RSU1,grey,grey,green
9375,CUBN,darkgreen,darkgreen,grey
9376,TRDMT1,green,brown4,blue
9377,VIM,grey60,grey60,grey60
9378,ST8SIA6,darkmagenta,darkmagenta,grey
9379,HACD1,turquoise,turquoise,brown
9380,STAM-AS1,grey,grey,grey
9381,STAM,blue,blue,green
9382,MRC1,grey60,grey60,grey60
9383,SLC39A12,violet,violet,yellowgreen
9384,CACNB2,brown,brown,grey
9385,NSUN6,salmon,salmon,tan
9386,ARL5B,yellowgreen,darkgrey,lightcyan
9387,MALRD1,grey,grey,grey
9388,PLXDC2,magenta,magenta,cyan
9389,NEBL,violet,violet,lightcyan
9390,C10orf113,green,brown4,blue
9391,NEBL-AS1,turquoise,turquoise,grey
9392,CASC10,yellow,black,plum2
9393,SKIDA1,pink,pink,green
9394,MLLT10,darkgreen,darkgreen,grey
9395,DNAJC1,saddlebrown,saddlebrown,greenyellow
9396,COMMD3,tan,tan,brown
9397,BMI1,darkgrey,darkgrey,darkorange
9398,SPAG6,white,darkorange,brown
9399,PIP4K2A,orange,orange,violet
9400,ARMC3,brown,brown,magenta
9401,MSRB2,greenyellow,blue,green
9402,YWHAZP3,plum1,plum1,tan
9403,C10orf67,grey,grey,blue
9404,OTUD1,darkgrey,darkgrey,lightcyan
9405,KIAA1217,cyan,brown,pink
9406,MIR603,grey,grey,grey
9407,ARHGAP21,skyblue3,saddlebrown,greenyellow
9408,PRTFDC1,turquoise,turquoise,brown
9409,RN7SKP241,turquoise,turquoise,brown
9410,ENKUR,red,darkgrey,brown
9411,THNSL1,red,darkgrey,brown
9412,GPR158-AS1,blue,blue,grey
9413,GPR158,pink,pink,green
9414,LINC00836,grey,grey,grey
9415,GAD2,royalblue,royalblue,blue
9416,APBB1IP,magenta,magenta,cyan
9417,PDSS1,green,brown4,blue
9418,HSPA8P3,grey,grey,grey
9419,ABI1,turquoise,turquoise,brown
9420,RNU6-946P,grey,grey,grey
9421,ANKRD26,salmon,salmon,tan
9422,RNU6-490P,white,darkorange,blue
9423,YME1L1,turquoise,turquoise,brown
9424,MASTL,blue,blue,brown
9425,ACBD5,turquoise,turquoise,brown
9426,LRRC37A6P,brown,brown,magenta
9427,ARMC4P1,grey,grey,grey
9428,RAB18,turquoise,turquoise,brown
9429,MKX,red,darkgrey,grey
9430,ARMC4,turquoise,turquoise,brown
9431,MPP7,green,brown4,blue
9432,WAC-AS1,salmon,salmon,tan
9433,WAC,saddlebrown,saddlebrown,greenyellow
9434,BAMBI,grey,grey,grey
9435,SVIL-AS1,grey,grey,plum2
9436,SVIL,grey60,grey60,grey60
9437,KIAA1462,brown,brown,plum2
9438,EEF1A1P39,grey,grey,grey
9439,MTPAP,red,darkgrey,blue
9440,MAP3K8,darkred,darkred,darkturquoise
9441,ZNF438,red,darkgrey,blue
9442,DDX10P1,green,brown4,blue
9443,ZEB1-AS1,grey,grey,grey
9444,ZEB1,darkorange,darkorange,blue
9445,SPTLC1P1,grey,grey,grey
9446,ARHGAP12,green,brown4,blue
9447,KIF5B,salmon,salmon,tan
9448,RPS4XP11,turquoise,turquoise,brown
9449,PPIAP31,plum1,plum1,blue
9450,EPC1,darkgrey,darkgrey,lightcyan
9451,CCDC7,salmon,salmon,tan
9452,C1DP1,grey,grey,grey
9453,ITGB1,green,brown4,blue
9454,NRP1,thistle1,thistle1,grey
9455,RN7SL398P,grey,grey,grey
9456,PARD3,lightgreen,lightgreen,greenyellow
9457,CUL2,green,brown4,blue
9458,MIR3611,grey,grey,grey
9459,CREM,lightgreen,lightgreen,blue
9460,RNU7-77P,grey,grey,grey
9461,ATP6V1G1P4,grey,grey,grey
9462,CCNY,turquoise,turquoise,brown
9463,FZD8,tan,tan,grey
9464,NAMPTP1,sienna3,sienna3,greenyellow
9465,ZNF33BP1,darkorange,darkorange,royalblue
9466,ZNF248,saddlebrown,saddlebrown,greenyellow
9467,ZNF25,darkorange,darkorange,royalblue
9468,ZNF33A,salmon,salmon,brown
9469,ZNF37A,skyblue3,saddlebrown,greenyellow
9470,HSD17B7P2,white,darkorange,blue
9471,SEPT7P9,turquoise,turquoise,brown
9472,CCNYL2,grey,grey,grey
9473,LINC00839,grey,grey,green
9474,ZNF37BP,salmon,salmon,tan
9475,ZNF33B,salmon,salmon,tan
9476,BMS1,grey,grey,greenyellow
9477,RET,brown,brown,plum2
9478,CSGALNACT2,salmon,salmon,tan
9479,RASGEF1A,blue,blue,green
9480,FXYD4,orange,orange,green
9481,HNRNPF,magenta,magenta,cyan
9482,ZNF487,lightyellow,brown4,blue
9483,RNU7-193P,grey,grey,grey
9484,ZNF239,grey,grey,grey
9485,CAP1P2,green,brown4,grey
9486,ZNF485,blue,blue,brown
9487,ZNF32,blue,blue,salmon
9488,ZNF32-AS2,turquoise,turquoise,brown
9489,LINC00840,darkmagenta,darkmagenta,orange
9490,C10orf142,yellow,black,plum2
9491,CXCL12,darkmagenta,darkmagenta,grey
9492,TMEM72-AS1,ivory,ivory,magenta
9493,RASSF4,yellow,black,green
9494,C10orf10,darkred,darkred,darkturquoise
9495,C10orf25,turquoise,turquoise,brown
9496,ZNF22,turquoise,turquoise,brown
9497,ALOX5,magenta,magenta,cyan
9498,MARCH8,yellow,black,plum2
9499,ZFAND4,green,brown4,blue
9500,FAM21FP,grey,grey,grey
9501,FAM21C,grey,grey,tan
9502,AGAP4,grey,grey,grey
9503,PARGP1,green,brown4,blue
9504,TIMM23,greenyellow,blue,green
9505,NCOA4,greenyellow,blue,floralwhite
9506,AGAP14P,grey,grey,grey
9507,GPRIN2,blue,blue,green
9508,FAM35BP,grey,grey,grey
9509,RHEBP1,grey,grey,grey
9510,GLUD1P7,grey,grey,grey
9511,BMS1P1,grey,grey,grey
9512,AGAP13P,grey,grey,grey
9513,FRMPD2B,grey,grey,midnightblue
9514,PTPN20,grey,grey,grey
9515,GDF10,brown,brown,plum2
9516,ZNF488,brown,brown,plum2
9517,AGAP9,grey,grey,grey
9518,BMS1P2,grey,grey,brown
9519,GLUD1P8,turquoise,turquoise,grey
9520,CTSLP2,brown,brown,grey
9521,RHEBP2,turquoise,turquoise,brown
9522,AGAP12P,grey,grey,grey
9523,BMS1P7,grey,grey,grey
9524,PTPN20CP,grey,grey,grey
9525,FRMPD2,grey,grey,grey
9526,MAPK8,bisque4,bisque4,blue
9527,ARHGAP22,skyblue,skyblue,plum2
9528,ARHGAP22-IT1,brown,brown,plum2
9529,WDFY4,magenta,magenta,cyan
9530,VSTM4,grey60,grey60,grey60
9531,C10orf128,magenta,magenta,grey
9532,DRGX,grey,grey,grey
9533,ERCC6,lightyellow,brown4,blue
9534,OGDHL,blue,blue,green
9535,PARG,salmon,salmon,tan
9536,TIMM23B,white,darkorange,brown
9537,LINC00843,brown,brown,grey
9538,AGAP6,brown,brown,grey
9539,FAM21EP,white,darkorange,blue
9540,FAM21A,yellow,black,plum2
9541,ASAH2,red,darkgrey,brown
9542,DYNC1I2P1,blue,blue,green
9543,SGMS1,yellowgreen,darkgrey,blue
9544,RNU7-107P,red,darkgrey,grey
9545,SGMS1-AS1,white,darkorange,blue
9546,ASAH2B,turquoise,turquoise,brown
9547,PRKG1,red,darkgrey,blue
9548,MIR605,grey,grey,grey
9549,RSU1P3,grey,grey,grey
9550,CSTF2T,purple,purple,grey
9551,PRKG1-AS1,grey,grey,brown
9552,DKK1,grey,grey,purple
9553,PCDH15,green,brown4,grey
9554,RNU6-687P,red,darkgrey,grey
9555,ZWINT,turquoise,turquoise,brown
9556,IPMK,red,darkgrey,lightcyan
9557,TPT1P10,lightyellow,brown4,blue
9558,CISD1,tan,tan,brown
9559,UBE2D1,yellowgreen,darkgrey,lightcyan
9560,TFAM,floralwhite,darkgrey,darkorange
9561,BICC1,lightyellow,brown4,grey60
